r2_stem,r2_nonstem,gap,lambda,p_lambda,wald,p_wald,z_mdd,z_ner,n_stem,n_nonstem
0.08592865627523116,0.03645609996600452,0.049472556309226645,184.93125572520512,9.821173564290457e-34,85.06471113459932,1.5836373982846262e-14,3.781521900793394,4.736411005057228,1552,5469
0.06697258667341088,0.03270274345230184,0.03426984322110904,198.82443543412955,1.3042172918683657e-36,45.539340542561234,7.331422254753536e-07,2.6520469289261897,4.4991283405411995,1534,5487
0.09960851641434998,0.04515794886795921,0.05445056754639077,272.8640157164955,4.477688080894507e-52,108.94286867771848,2.4131457154404057e-19,2.987287148861168,5.510816257735813,1619,5402
0.07802310297710624,0.03409730878297046,0.04392579419413578,215.91965422238354,3.65407389409246e-40,58.51804193684534,2.5849739346742433e-09,2.4226818929052274,4.263322255062517,1577,5444
0.08552708403921283,0.04352826437454427,0.04199881966466856,247.49473481295718,9.347777390807328e-47,89.0160936510326,2.5644967373808607e-15,3.395439097986699,5.847867785423045,1576,5445
0.10043467719347587,0.042956314443508115,0.05747836274996776,231.4067975241196,2.15737706994826e-43,76.24111235918878,8.984583756862898e-13,2.65725667710955,3.816868252426281,1587,5434
0.06779613480797597,0.03478625634046062,0.03300987846751535,238.86859513707168,5.958016690189923e-45,77.18216282215893,5.851864589094297e-13,3.012468504972776,5.819204893910274,1566,5455
0.07655531904354895,0.034089349348417675,0.04246596969513128,207.35505099546208,2.209141762901546e-38,61.228500664901155,7.767901299468272e-10,3.4719860681472396,4.693527716623799,1597,5424
0.08792228983549244,0.04310659867906497,0.04481569115642747,256.2732598357252,1.3553209959914181e-48,84.92924626209948,1.6854191681957352e-14,2.286666195604484,5.054653387386176,1556,5465
0.07645803506763016,0.040385466576124296,0.03607256849150586,191.83031825646322,3.671571092645007e-35,54.115929570568284,1.7944096027722418e-08,2.2980070569910067,3.8718942590500047,1557,5464
0.08595303431227164,0.03668634560608608,0.04926668870618556,270.4809269651669,1.417490696716466e-51,90.32367819566348,1.4019074456305856e-15,3.5004645378668515,6.076850158992926,1596,5425
0.07278273938015756,0.03759892781841723,0.03518381156174033,236.81722976659148,1.5989645792126466e-44,59.08003251936404,2.0157287817067312e-09,2.1274900001874606,4.484350711431238,1587,5434
0.09266353143829054,0.039072323464390935,0.0535912079738996,228.1957253335204,1.0095681175641243e-42,91.93999161963227,6.638820961284082e-16,3.6702272323516842,5.64711612960899,1566,5455
