question_id,adversarial_raw_count,word_count
mmlu_anatomy_row_110,0.0,10.0
mmlu_anatomy_row_111,0.0,10.0
mmlu_anatomy_row_112,0.0,18.0
mmlu_anatomy_row_113,0.0,11.0
mmlu_anatomy_row_114,3.0,33.0
mmlu_anatomy_row_115,0.0,15.0
mmlu_anatomy_row_116,0.0,4.0
mmlu_anatomy_row_117,0.0,21.0
mmlu_anatomy_row_118,0.0,17.0
mmlu_anatomy_row_119,0.0,16.0
mmlu_anatomy_row_120,0.0,12.0
mmlu_anatomy_row_121,0.0,10.0
mmlu_anatomy_row_122,0.0,17.0
mmlu_anatomy_row_123,0.0,20.0
mmlu_anatomy_row_124,0.0,8.0
mmlu_anatomy_row_125,0.0,17.0
mmlu_anatomy_row_126,0.0,14.0
mmlu_anatomy_row_127,0.0,10.0
mmlu_anatomy_row_128,0.0,13.0
mmlu_anatomy_row_129,0.0,3.0
mmlu_anatomy_row_130,0.0,8.0
mmlu_anatomy_row_131,0.0,13.0
mmlu_anatomy_row_132,0.0,17.0
mmlu_anatomy_row_133,0.0,18.0
mmlu_anatomy_row_134,0.0,14.0
mmlu_astronomy_row_0,0.0,18.0
mmlu_astronomy_row_1,4.0,26.0
mmlu_astronomy_row_2,0.0,6.0
mmlu_astronomy_row_3,0.0,26.0
mmlu_astronomy_row_4,0.0,9.0
mmlu_astronomy_row_5,0.0,33.0
mmlu_astronomy_row_6,0.0,46.0
mmlu_astronomy_row_7,0.0,24.0
mmlu_astronomy_row_8,0.0,12.0
mmlu_astronomy_row_9,0.0,12.0
mmlu_astronomy_row_10,0.0,18.0
mmlu_astronomy_row_11,0.0,12.0
mmlu_astronomy_row_12,0.0,6.0
mmlu_astronomy_row_13,0.0,15.0
mmlu_astronomy_row_14,0.0,24.0
mmlu_astronomy_row_15,0.0,15.0
mmlu_astronomy_row_16,0.0,13.0
mmlu_astronomy_row_17,5.0,8.0
mmlu_astronomy_row_18,5.0,27.0
mmlu_astronomy_row_19,0.0,48.0
mmlu_astronomy_row_20,0.0,11.0
mmlu_astronomy_row_21,0.0,10.0
mmlu_astronomy_row_22,5.0,14.0
mmlu_astronomy_row_23,0.0,7.0
mmlu_astronomy_row_24,0.0,33.0
mmlu_astronomy_row_25,0.0,24.0
mmlu_astronomy_row_26,0.0,13.0
mmlu_astronomy_row_27,0.0,24.0
mmlu_astronomy_row_28,0.0,15.0
mmlu_astronomy_row_29,0.0,8.0
mmlu_astronomy_row_30,0.0,14.0
mmlu_astronomy_row_31,0.0,9.0
mmlu_astronomy_row_32,0.0,11.0
mmlu_astronomy_row_33,0.0,3.0
mmlu_astronomy_row_34,0.0,26.0
mmlu_astronomy_row_35,6.0,10.0
mmlu_astronomy_row_36,0.0,8.0
mmlu_astronomy_row_37,0.0,12.0
mmlu_astronomy_row_38,0.0,15.0
mmlu_astronomy_row_39,0.0,22.0
mmlu_astronomy_row_40,10.0,16.0
mmlu_astronomy_row_41,0.0,15.0
mmlu_astronomy_row_42,0.0,13.0
mmlu_astronomy_row_43,7.0,19.0
mmlu_astronomy_row_44,0.0,13.0
mmlu_astronomy_row_45,0.0,12.0
mmlu_astronomy_row_46,0.0,10.0
mmlu_astronomy_row_47,0.0,5.0
mmlu_astronomy_row_48,0.0,19.0
mmlu_astronomy_row_49,0.0,7.0
mmlu_astronomy_row_50,0.0,13.0
mmlu_astronomy_row_51,0.0,25.0
mmlu_astronomy_row_52,0.0,8.0
mmlu_astronomy_row_53,0.0,11.0
mmlu_astronomy_row_54,7.0,13.0
mmlu_astronomy_row_55,0.0,19.0
mmlu_astronomy_row_56,6.0,13.0
mmlu_astronomy_row_57,0.0,38.0
mmlu_astronomy_row_58,0.0,21.0
mmlu_astronomy_row_59,0.0,10.0
mmlu_astronomy_row_60,0.0,14.0
mmlu_astronomy_row_61,0.0,11.0
mmlu_astronomy_row_62,0.0,17.0
mmlu_astronomy_row_63,5.0,17.0
mmlu_astronomy_row_64,7.0,18.0
mmlu_astronomy_row_65,7.0,12.0
mmlu_astronomy_row_66,0.0,39.0
mmlu_astronomy_row_67,0.0,26.0
mmlu_astronomy_row_68,6.0,27.0
mmlu_astronomy_row_69,0.0,37.0
mmlu_astronomy_row_70,0.0,24.0
mmlu_astronomy_row_71,0.0,26.0
mmlu_astronomy_row_72,0.0,23.0
mmlu_astronomy_row_73,0.0,13.0
mmlu_astronomy_row_74,0.0,9.0
mmlu_astronomy_row_75,0.0,16.0
mmlu_astronomy_row_76,0.0,13.0
mmlu_astronomy_row_77,0.0,8.0
mmlu_astronomy_row_78,0.0,14.0
mmlu_astronomy_row_79,0.0,11.0
mmlu_astronomy_row_80,0.0,13.0
mmlu_astronomy_row_81,5.0,9.0
mmlu_astronomy_row_82,0.0,28.0
mmlu_astronomy_row_83,0.0,15.0
mmlu_astronomy_row_84,0.0,17.0
mmlu_astronomy_row_85,0.0,33.0
mmlu_astronomy_row_86,0.0,9.0
mmlu_astronomy_row_87,0.0,30.0
mmlu_astronomy_row_88,0.0,27.0
mmlu_astronomy_row_89,0.0,10.0
mmlu_astronomy_row_90,0.0,45.0
mmlu_astronomy_row_91,0.0,13.0
mmlu_astronomy_row_92,6.0,24.0
mmlu_astronomy_row_93,7.0,17.0
mmlu_astronomy_row_94,0.0,18.0
mmlu_astronomy_row_95,0.0,7.0
mmlu_astronomy_row_96,0.0,8.0
mmlu_astronomy_row_97,0.0,10.0
mmlu_astronomy_row_98,0.0,11.0
mmlu_astronomy_row_99,0.0,15.0
mmlu_astronomy_row_100,0.0,45.0
mmlu_astronomy_row_101,9.0,13.0
mmlu_astronomy_row_102,0.0,20.0
mmlu_astronomy_row_103,0.0,11.0
mmlu_astronomy_row_104,0.0,5.0
mmlu_astronomy_row_105,0.0,10.0
mmlu_astronomy_row_106,0.0,26.0
mmlu_astronomy_row_107,0.0,9.0
mmlu_astronomy_row_108,12.0,15.0
mmlu_astronomy_row_109,0.0,15.0
mmlu_astronomy_row_110,0.0,11.0
mmlu_astronomy_row_111,0.0,22.0
mmlu_astronomy_row_112,0.0,15.0
mmlu_astronomy_row_113,0.0,44.0
mmlu_astronomy_row_114,4.0,12.0
mmlu_astronomy_row_115,0.0,25.0
mmlu_astronomy_row_116,0.0,12.0
mmlu_astronomy_row_117,0.0,7.0
mmlu_astronomy_row_118,0.0,20.0
mmlu_astronomy_row_119,0.0,32.0
mmlu_astronomy_row_120,0.0,21.0
mmlu_astronomy_row_121,0.0,28.0
mmlu_astronomy_row_122,0.0,16.0
mmlu_astronomy_row_123,0.0,5.0
mmlu_astronomy_row_124,0.0,16.0
mmlu_astronomy_row_125,0.0,7.0
mmlu_astronomy_row_126,0.0,22.0
mmlu_astronomy_row_127,0.0,8.0
mmlu_astronomy_row_128,6.0,24.0
mmlu_astronomy_row_129,0.0,33.0
mmlu_astronomy_row_130,4.0,16.0
mmlu_astronomy_row_131,5.0,16.0
mmlu_astronomy_row_132,0.0,11.0
mmlu_astronomy_row_133,0.0,10.0
mmlu_astronomy_row_134,7.0,16.0
mmlu_astronomy_row_135,0.0,18.0
mmlu_astronomy_row_136,0.0,13.0
mmlu_astronomy_row_137,8.0,27.0
mmlu_astronomy_row_138,0.0,8.0
mmlu_astronomy_row_139,0.0,27.0
mmlu_astronomy_row_140,0.0,9.0
mmlu_astronomy_row_141,0.0,17.0
mmlu_astronomy_row_142,0.0,10.0
mmlu_astronomy_row_143,0.0,9.0
mmlu_astronomy_row_144,0.0,8.0
mmlu_astronomy_row_145,0.0,11.0
mmlu_astronomy_row_146,0.0,23.0
mmlu_astronomy_row_147,0.0,12.0
mmlu_astronomy_row_148,0.0,29.0
mmlu_astronomy_row_149,0.0,6.0
mmlu_astronomy_row_150,0.0,5.0
mmlu_astronomy_row_151,0.0,11.0
mmlu_business_ethics_row_0,0.0,39.0
mmlu_business_ethics_row_1,17.0,29.0
mmlu_business_ethics_row_2,0.0,19.0
mmlu_business_ethics_row_3,0.0,37.0
mmlu_business_ethics_row_4,0.0,51.0
mmlu_business_ethics_row_5,0.0,41.0
mmlu_business_ethics_row_6,7.0,21.0
mmlu_business_ethics_row_7,0.0,13.0
mmlu_business_ethics_row_8,0.0,21.0
mmlu_business_ethics_row_9,0.0,17.0
mmlu_business_ethics_row_10,0.0,27.0
mmlu_business_ethics_row_11,0.0,23.0
mmlu_business_ethics_row_12,0.0,27.0
mmlu_business_ethics_row_13,0.0,17.0
mmlu_business_ethics_row_14,0.0,18.0
mmlu_business_ethics_row_15,0.0,39.0
mmlu_business_ethics_row_16,0.0,17.0
mmlu_business_ethics_row_17,0.0,11.0
mmlu_business_ethics_row_18,0.0,26.0
mmlu_business_ethics_row_19,0.0,20.0
mmlu_business_ethics_row_20,0.0,55.0
mmlu_business_ethics_row_21,0.0,30.0
mmlu_business_ethics_row_22,0.0,37.0
mmlu_business_ethics_row_23,0.0,14.0
mmlu_business_ethics_row_24,0.0,27.0
mmlu_business_ethics_row_25,0.0,28.0
mmlu_business_ethics_row_26,0.0,24.0
mmlu_business_ethics_row_27,0.0,32.0
mmlu_business_ethics_row_28,0.0,40.0
mmlu_business_ethics_row_29,5.0,11.0
mmlu_business_ethics_row_30,0.0,29.0
mmlu_business_ethics_row_31,0.0,43.0
mmlu_business_ethics_row_32,0.0,3.0
mmlu_business_ethics_row_33,0.0,39.0
mmlu_business_ethics_row_34,0.0,12.0
mmlu_business_ethics_row_35,0.0,26.0
mmlu_business_ethics_row_36,0.0,29.0
mmlu_business_ethics_row_37,0.0,6.0
mmlu_business_ethics_row_38,0.0,20.0
mmlu_business_ethics_row_39,0.0,26.0
mmlu_business_ethics_row_40,0.0,3.0
mmlu_business_ethics_row_41,0.0,52.0
mmlu_business_ethics_row_42,0.0,30.0
mmlu_business_ethics_row_43,0.0,42.0
mmlu_business_ethics_row_44,0.0,21.0
mmlu_business_ethics_row_45,0.0,18.0
mmlu_business_ethics_row_46,0.0,45.0
mmlu_business_ethics_row_47,0.0,36.0
mmlu_business_ethics_row_48,0.0,32.0
mmlu_business_ethics_row_49,0.0,16.0
mmlu_business_ethics_row_50,0.0,37.0
mmlu_business_ethics_row_51,0.0,42.0
mmlu_business_ethics_row_52,0.0,20.0
mmlu_business_ethics_row_53,0.0,52.0
mmlu_business_ethics_row_54,0.0,23.0
mmlu_business_ethics_row_55,0.0,6.0
mmlu_business_ethics_row_56,0.0,31.0
mmlu_business_ethics_row_57,0.0,19.0
mmlu_business_ethics_row_58,4.0,50.0
mmlu_business_ethics_row_59,6.0,19.0
mmlu_business_ethics_row_60,0.0,41.0
mmlu_business_ethics_row_61,0.0,27.0
mmlu_business_ethics_row_62,0.0,22.0
mmlu_business_ethics_row_63,0.0,31.0
mmlu_business_ethics_row_64,0.0,40.0
mmlu_business_ethics_row_65,0.0,27.0
mmlu_business_ethics_row_66,0.0,7.0
mmlu_business_ethics_row_67,0.0,48.0
mmlu_business_ethics_row_68,0.0,40.0
mmlu_business_ethics_row_69,0.0,14.0
mmlu_business_ethics_row_70,0.0,3.0
mmlu_business_ethics_row_71,0.0,7.0
mmlu_business_ethics_row_72,0.0,59.0
mmlu_business_ethics_row_73,0.0,18.0
mmlu_business_ethics_row_74,0.0,23.0
mmlu_business_ethics_row_75,0.0,42.0
mmlu_business_ethics_row_76,0.0,29.0
mmlu_business_ethics_row_77,6.0,18.0
mmlu_business_ethics_row_78,0.0,16.0
mmlu_business_ethics_row_79,0.0,26.0
mmlu_business_ethics_row_80,0.0,22.0
mmlu_business_ethics_row_81,0.0,22.0
mmlu_business_ethics_row_82,0.0,23.0
mmlu_business_ethics_row_83,0.0,46.0
mmlu_business_ethics_row_84,0.0,8.0
mmlu_business_ethics_row_85,0.0,28.0
mmlu_business_ethics_row_86,0.0,65.0
mmlu_business_ethics_row_87,0.0,29.0
mmlu_business_ethics_row_88,0.0,26.0
mmlu_business_ethics_row_89,0.0,20.0
mmlu_business_ethics_row_90,1.0,7.0
mmlu_business_ethics_row_91,0.0,15.0
mmlu_business_ethics_row_92,0.0,7.0
mmlu_business_ethics_row_93,0.0,12.0
mmlu_business_ethics_row_94,0.0,6.0
mmlu_business_ethics_row_95,0.0,32.0
mmlu_business_ethics_row_96,0.0,12.0
mmlu_business_ethics_row_97,0.0,68.0
mmlu_business_ethics_row_98,0.0,50.0
mmlu_business_ethics_row_99,0.0,8.0
mmlu_clinical_knowledge_row_0,0.0,24.0
mmlu_clinical_knowledge_row_1,0.0,9.0
mmlu_clinical_knowledge_row_2,0.0,14.0
mmlu_clinical_knowledge_row_3,7.0,11.0
mmlu_clinical_knowledge_row_4,0.0,8.0
mmlu_clinical_knowledge_row_5,0.0,8.0
mmlu_clinical_knowledge_row_6,0.0,9.0
mmlu_clinical_knowledge_row_7,0.0,10.0
mmlu_clinical_knowledge_row_8,0.0,5.0
mmlu_clinical_knowledge_row_9,0.0,10.0
mmlu_clinical_knowledge_row_10,0.0,28.0
mmlu_clinical_knowledge_row_11,0.0,16.0
mmlu_clinical_knowledge_row_12,1.0,8.0
mmlu_clinical_knowledge_row_13,0.0,11.0
mmlu_clinical_knowledge_row_14,0.0,11.0
mmlu_clinical_knowledge_row_15,0.0,17.0
mmlu_clinical_knowledge_row_16,0.0,11.0
mmlu_clinical_knowledge_row_17,0.0,9.0
mmlu_clinical_knowledge_row_18,0.0,9.0
mmlu_clinical_knowledge_row_19,0.0,11.0
mmlu_clinical_knowledge_row_20,0.0,6.0
mmlu_clinical_knowledge_row_21,0.0,10.0
mmlu_clinical_knowledge_row_22,0.0,42.0
mmlu_clinical_knowledge_row_23,0.0,16.0
mmlu_clinical_knowledge_row_24,7.0,17.0
mmlu_clinical_knowledge_row_25,0.0,16.0
mmlu_clinical_knowledge_row_26,0.0,14.0
mmlu_clinical_knowledge_row_27,0.0,21.0
mmlu_clinical_knowledge_row_28,0.0,9.0
mmlu_clinical_knowledge_row_29,0.0,8.0
mmlu_clinical_knowledge_row_30,0.0,10.0
mmlu_clinical_knowledge_row_31,0.0,10.0
mmlu_clinical_knowledge_row_32,0.0,13.0
mmlu_clinical_knowledge_row_33,0.0,10.0
mmlu_clinical_knowledge_row_34,0.0,3.0
mmlu_clinical_knowledge_row_35,0.0,10.0
mmlu_clinical_knowledge_row_36,0.0,3.0
mmlu_clinical_knowledge_row_37,0.0,14.0
mmlu_clinical_knowledge_row_38,0.0,10.0
mmlu_clinical_knowledge_row_39,0.0,30.0
mmlu_clinical_knowledge_row_40,0.0,11.0
mmlu_clinical_knowledge_row_41,1.0,8.0
mmlu_clinical_knowledge_row_42,0.0,11.0
mmlu_clinical_knowledge_row_43,0.0,9.0
mmlu_clinical_knowledge_row_44,0.0,11.0
mmlu_clinical_knowledge_row_45,0.0,9.0
mmlu_clinical_knowledge_row_46,0.0,16.0
mmlu_clinical_knowledge_row_47,0.0,13.0
mmlu_clinical_knowledge_row_48,0.0,9.0
mmlu_clinical_knowledge_row_49,0.0,12.0
mmlu_clinical_knowledge_row_50,0.0,8.0
mmlu_clinical_knowledge_row_51,0.0,7.0
mmlu_clinical_knowledge_row_52,0.0,12.0
mmlu_clinical_knowledge_row_53,9.0,19.0
mmlu_clinical_knowledge_row_54,0.0,14.0
mmlu_clinical_knowledge_row_55,0.0,29.0
mmlu_clinical_knowledge_row_56,0.0,9.0
mmlu_clinical_knowledge_row_57,0.0,8.0
mmlu_clinical_knowledge_row_58,6.0,12.0
mmlu_clinical_knowledge_row_59,0.0,43.0
mmlu_clinical_knowledge_row_60,0.0,11.0
mmlu_clinical_knowledge_row_61,0.0,11.0
mmlu_clinical_knowledge_row_62,0.0,6.0
mmlu_clinical_knowledge_row_63,0.0,10.0
mmlu_clinical_knowledge_row_64,0.0,9.0
mmlu_clinical_knowledge_row_65,0.0,24.0
mmlu_clinical_knowledge_row_66,0.0,11.0
mmlu_clinical_knowledge_row_67,0.0,9.0
mmlu_clinical_knowledge_row_68,0.0,16.0
mmlu_clinical_knowledge_row_69,5.0,14.0
mmlu_clinical_knowledge_row_70,0.0,5.0
mmlu_clinical_knowledge_row_71,0.0,13.0
mmlu_clinical_knowledge_row_72,6.0,20.0
mmlu_clinical_knowledge_row_73,0.0,16.0
mmlu_clinical_knowledge_row_74,0.0,6.0
mmlu_clinical_knowledge_row_75,0.0,12.0
mmlu_clinical_knowledge_row_76,0.0,7.0
mmlu_clinical_knowledge_row_77,0.0,15.0
mmlu_clinical_knowledge_row_78,0.0,13.0
mmlu_clinical_knowledge_row_79,0.0,6.0
mmlu_clinical_knowledge_row_80,7.0,11.0
mmlu_clinical_knowledge_row_81,0.0,6.0
mmlu_clinical_knowledge_row_82,8.0,13.0
mmlu_clinical_knowledge_row_83,0.0,30.0
mmlu_clinical_knowledge_row_84,0.0,11.0
mmlu_clinical_knowledge_row_85,7.0,12.0
mmlu_clinical_knowledge_row_86,0.0,10.0
mmlu_clinical_knowledge_row_87,0.0,5.0
mmlu_clinical_knowledge_row_88,0.0,22.0
mmlu_clinical_knowledge_row_89,0.0,6.0
mmlu_clinical_knowledge_row_90,0.0,25.0
mmlu_clinical_knowledge_row_91,0.0,13.0
mmlu_clinical_knowledge_row_92,0.0,13.0
mmlu_clinical_knowledge_row_93,7.0,10.0
mmlu_clinical_knowledge_row_94,0.0,14.0
mmlu_clinical_knowledge_row_95,0.0,7.0
mmlu_clinical_knowledge_row_96,0.0,26.0
mmlu_clinical_knowledge_row_97,0.0,21.0
mmlu_clinical_knowledge_row_98,0.0,16.0
mmlu_clinical_knowledge_row_99,0.0,28.0
mmlu_clinical_knowledge_row_100,0.0,9.0
mmlu_clinical_knowledge_row_101,0.0,4.0
mmlu_clinical_knowledge_row_102,0.0,34.0
mmlu_clinical_knowledge_row_103,0.0,4.0
mmlu_clinical_knowledge_row_104,7.0,10.0
mmlu_clinical_knowledge_row_105,0.0,8.0
mmlu_clinical_knowledge_row_106,0.0,12.0
mmlu_clinical_knowledge_row_107,0.0,10.0
mmlu_clinical_knowledge_row_108,0.0,15.0
