question_id,n_tokens,n_nouns,flesch_kincaid,WSCG_Depth_resid_tokens,WSCG_Nodes_resid_tokens
mmlu_abstract_algebra_row_50,26.0,8.0,8.89777777777778,5.221031770251232,5.480278720581488
mmlu_abstract_algebra_row_51,24.0,8.0,1.6700000000000017,7.780806538013788,4.228739816505664
mmlu_abstract_algebra_row_52,23.0,6.0,13.372727272727271,-0.18930607810493338,2.602970364467751
mmlu_abstract_algebra_row_53,48.0,14.0,8.73,4.063509324863112,12.247206665415561
mmlu_abstract_algebra_row_54,17.0,6.0,4.823333333333334,-0.5099817748172644,0.8483536522402773
mmlu_abstract_algebra_row_55,28.0,7.0,12.66690476190476,2.661257002488676,2.731817624657312
mmlu_abstract_algebra_row_56,23.0,5.0,10.350000000000001,2.8106939218950666,5.602970364467751
mmlu_abstract_algebra_row_57,9.0,3.0,5.230000000000004,0.7291172962329608,0.8421980359369794
mmlu_abstract_algebra_row_58,26.0,7.0,10.208888888888893,2.721031770251232,4.480278720581488
mmlu_abstract_algebra_row_59,45.0,17.0,7.143205128205128,1.1531714765069472,11.369898309301824
mmlu_abstract_algebra_row_60,29.0,8.0,7.8776086956521745,1.6313696186073976,3.357587076695225
mmlu_abstract_algebra_row_61,46.0,17.0,14.497857142857146,2.623284092625669,9.995667761339735
mmlu_abstract_algebra_row_62,41.0,12.0,9.796515151515155,11.27272101203206,8.866820501150173
mmlu_abstract_algebra_row_63,37.0,2.0,-2.8149999999999995,0.39227054755717283,0.3637426929985228
mmlu_abstract_algebra_row_64,10.0,3.0,6.2755555555555596,-1.300770087648317,-0.5320325120251086
mmlu_abstract_algebra_row_65,20.0,6.0,12.425714285714289,3.900356073538901,3.725662008354014
mmlu_abstract_algebra_row_66,66.0,26.0,7.613604651162792,4.025536415000106,13.511056802097983
mmlu_abstract_algebra_row_67,15.0,5.0,1.572727272727274,1.5497929929452918,0.5968147481644532
mmlu_abstract_algebra_row_68,22.0,6.0,8.575000000000003,-0.15941869422365507,-0.022799087570161802
mmlu_abstract_algebra_row_69,40.0,12.0,13.945882352941176,4.802608395913338,5.24105104911226
mmlu_abstract_algebra_row_70,28.0,8.0,4.600000000000001,2.661257002488676,0.731817624657312
mmlu_abstract_algebra_row_71,22.0,7.0,4.91076923076923,0.8405813057763449,1.9772009124298382
mmlu_abstract_algebra_row_72,17.0,3.0,7.773333333333333,0.49001822518273563,1.8483536522402773
mmlu_abstract_algebra_row_73,10.0,5.0,4.964444444444446,-0.800770087648317,1.4679674879748914
mmlu_abstract_algebra_row_74,44.0,12.0,7.889864864864865,5.1830588603882255,6.7441288572639095
mmlu_abstract_algebra_row_75,29.0,11.0,2.280000000000001,3.6313696186073976,7.357587076695225
mmlu_abstract_algebra_row_76,47.0,15.0,7.080714285714286,4.093396708744391,9.621437213377646
mmlu_abstract_algebra_row_77,10.0,5.0,4.964444444444446,-1.300770087648317,1.4679674879748914
mmlu_abstract_algebra_row_78,43.0,12.0,5.869565217391308,1.2129462442695038,8.118359405225998
mmlu_abstract_algebra_row_79,48.0,12.0,12.891923076923078,4.563509324863112,3.247206665415561
mmlu_abstract_algebra_row_80,29.0,8.0,9.416739130434784,-0.8686303813926024,1.357587076695225
mmlu_abstract_algebra_row_81,34.0,9.0,11.089814814814819,2.481932699201007,5.486434336884786
mmlu_abstract_algebra_row_82,37.0,11.0,11.66875,5.392270547557173,6.363742692998523
mmlu_abstract_algebra_row_83,54.0,14.0,9.484459459459462,6.884185021575444,12.001823377643035
mmlu_abstract_algebra_row_84,36.0,12.0,6.432000000000002,-0.0778420685615493,5.737973240960612
mmlu_abstract_algebra_row_85,41.0,11.0,11.584393939393944,1.2727210120320596,7.866820501150173
mmlu_abstract_algebra_row_86,50.0,18.0,7.570945945945947,13.003734557100557,16.498745569491383
mmlu_abstract_algebra_row_87,34.0,8.0,0.8900000000000006,6.481932699201007,10.486434336884786
mmlu_abstract_algebra_row_88,16.0,3.0,3.653333333333336,-1.980094390935986,-0.7774157997976348
mmlu_abstract_algebra_row_89,32.0,6.0,9.248333333333335,8.041707466963564,10.234895432808962
mmlu_abstract_algebra_row_90,42.0,13.0,9.457777777777778,3.2428336281507817,11.492589953188087
mmlu_abstract_algebra_row_91,10.0,4.0,2.342222222222226,0.699229912351683,1.4679674879748914
mmlu_abstract_algebra_row_92,8.0,1.0,5.682857142857145,-0.7409953198857608,-0.7835714161009331
mmlu_abstract_algebra_row_93,15.0,4.0,6.726153846153846,2.049792992945292,1.5968147481644532
mmlu_abstract_algebra_row_94,28.0,10.0,8.903695652173912,1.161257002488676,6.731817624657312
mmlu_abstract_algebra_row_95,60.0,17.0,9.143703703703704,20.204860718287776,13.756440089870509
mmlu_abstract_algebra_row_96,24.0,8.0,10.500000000000004,0.7808065380137883,3.228739816505664
mmlu_abstract_algebra_row_97,20.0,5.0,11.169411764705881,-1.5996439264610989,-0.2743379916459858
mmlu_abstract_algebra_row_98,13.0,5.0,3.7550000000000026,-0.8904322392921515,1.3452758440886283
mmlu_abstract_algebra_row_99,30.0,10.0,7.773333333333333,6.60148223472612,4.983356528733138
mmlu_anatomy_row_0,15.0,4.0,13.073333333333338,3.049792992945292,-0.40318525183554677
mmlu_anatomy_row_1,10.0,2.0,8.180000000000003,-2.300770087648317,-2.5320325120251086
mmlu_anatomy_row_2,15.0,3.0,8.412857142857145,-1.4502070070547082,-1.4031852518355468
mmlu_anatomy_row_3,10.0,2.0,12.831111111111113,-0.800770087648317,-0.5320325120251086
mmlu_anatomy_row_4,18.0,6.0,9.781176470588235,2.9601308413014573,2.47412310427819
mmlu_anatomy_row_5,21.0,6.0,9.910000000000004,-2.6295313103423767,-2.648568539608073
mmlu_anatomy_row_6,15.0,3.0,10.941428571428574,-1.9502070070547082,-2.4031852518355468
mmlu_anatomy_row_7,16.0,4.0,15.15571428571429,-1.480094390935986,-0.7774157997976348
mmlu_anatomy_row_8,7.0,2.0,7.368571428571428,-2.211107936004483,-1.4093408681388455
mmlu_anatomy_row_9,6.0,3.0,14.283333333333335,-1.6812205521232046,-0.035110320176757526
mmlu_anatomy_row_10,21.0,5.0,12.314736842105265,-2.6295313103423767,-3.648568539608073
mmlu_anatomy_row_11,30.0,9.0,7.570000000000004,-0.3985177652738803,-1.0166434712668622
mmlu_anatomy_row_12,12.0,2.0,11.22727272727273,0.6394551445891263,-1.2804936079492837
mmlu_anatomy_row_13,37.0,10.0,21.39444444444445,-0.6077294524428272,0.3637426929985228
mmlu_anatomy_row_14,15.0,4.0,7.570000000000004,-0.9502070070547082,-0.40318525183554677
mmlu_anatomy_row_15,13.0,3.0,8.756666666666668,-0.8904322392921515,-0.6547241559113717
mmlu_anatomy_row_16,9.0,2.0,11.130000000000003,-0.7708827037670392,-0.1578019640630206
mmlu_anatomy_row_17,10.0,1.0,7.58666666666667,-1.300770087648317,-2.5320325120251086
mmlu_anatomy_row_18,14.0,3.0,9.44923076923077,-2.42031962317343,-2.0289547038734597
mmlu_anatomy_row_19,12.0,3.0,4.790909090909089,-2.3605448554108737,-1.2804936079492837
mmlu_anatomy_row_20,7.0,1.0,6.416666666666668,-1.211107936004483,-0.4093408681388455
mmlu_anatomy_row_21,11.0,3.0,9.55,-2.3306574715295953,-1.9062630599871966
mmlu_anatomy_row_22,17.0,4.0,6.310588235294119,-1.5099817748172644,-3.1516463477597227
mmlu_anatomy_row_23,5.0,2.0,7.600000000000001,-2.1513331682419263,-0.66087977221467
mmlu_anatomy_row_24,5.0,2.0,18.420000000000005,-0.6513331682419263,0.33912022778533
mmlu_anatomy_row_25,14.0,3.0,9.44923076923077,-0.9203196231734299,-1.0289547038734597
mmlu_anatomy_row_26,18.0,5.0,13.073333333333338,0.9601308413014573,-1.5258768957218098
mmlu_anatomy_row_27,12.0,3.0,1.572727272727274,-2.3605448554108737,-1.2804936079492837
mmlu_anatomy_row_28,28.0,6.0,9.44923076923077,-0.3387429975113241,-0.26818237534268796
mmlu_anatomy_row_29,9.0,2.0,14.080000000000002,-0.7708827037670392,-0.1578019640630206
mmlu_anatomy_row_30,16.0,4.0,9.140000000000004,-0.980094390935986,-0.7774157997976348
mmlu_anatomy_row_31,14.0,3.0,10.098571428571429,-0.9203196231734299,-1.0289547038734597
mmlu_anatomy_row_32,13.0,3.0,7.773333333333333,-2.3904322392921515,-1.6547241559113717
mmlu_anatomy_row_33,13.0,2.0,5.806666666666668,-2.3904322392921515,-2.6547241559113717
mmlu_anatomy_row_34,12.0,3.0,7.773333333333333,0.13945514458912633,-1.2804936079492837
mmlu_anatomy_row_35,3.0,1.0,9.180000000000003,-2.09155840047937,-0.9124186762904944
mmlu_anatomy_row_36,23.0,6.0,9.61727272727273,-1.1893060781049334,-1.397029635532249
mmlu_anatomy_row_37,11.0,2.0,9.55,-2.3306574715295953,-1.9062630599871966
mmlu_anatomy_row_38,5.0,2.0,5.240000000000002,-2.1513331682419263,-0.66087977221467
mmlu_anatomy_row_39,26.0,8.0,16.98,-1.278968229748768,0.480278720581488
mmlu_anatomy_row_40,14.0,3.0,14.895384615384618,1.0796803768265701,-2.0289547038734597
mmlu_anatomy_row_41,12.0,3.0,6.790000000000003,-2.3605448554108737,-2.2804936079492837
mmlu_anatomy_row_42,19.0,3.0,9.130000000000003,-1.5697565425798206,-1.9001074436838978
mmlu_anatomy_row_43,11.0,3.0,11.22727272727273,-2.3306574715295953,-1.9062630599871966
mmlu_anatomy_row_44,10.0,2.0,8.370000000000001,-2.300770087648317,-2.5320325120251086
mmlu_anatomy_row_45,8.0,2.0,14.080000000000002,-2.240995319885761,-0.7835714161009331
mmlu_anatomy_row_46,33.0,10.0,9.92666666666667,0.011820083082285215,-1.1393351151531252
mmlu_anatomy_row_47,11.0,3.0,1.2900000000000027,-1.3306574715295953,0.09373694001280342
mmlu_anatomy_row_48,5.0,1.0,5.240000000000002,-2.1513331682419263,-1.66087977221467
mmlu_anatomy_row_49,32.0,7.0,11.344285714285714,-1.9582925330364365,-4.765104567191038
mmlu_anatomy_row_50,14.0,2.0,8.541538461538462,-2.42031962317343,-3.0289547038734597
mmlu_anatomy_row_51,12.0,3.0,12.3,-2.3605448554108737,-1.2804936079492837
mmlu_anatomy_row_52,7.0,2.0,14.283333333333335,-0.711107936004483,0.5906591318611545
mmlu_anatomy_row_53,8.0,2.0,9.655000000000001,-2.240995319885761,-1.783571416100933
mmlu_anatomy_row_54,4.0,1.0,3.6700000000000017,-2.1214457843606485,-1.286649224252582
mmlu_anatomy_row_55,13.0,2.0,5.863636363636363,-1.3904322392921515,-0.6547241559113717
mmlu_anatomy_row_56,3.0,1.0,9.180000000000003,-2.09155840047937,-0.9124186762904944
mmlu_anatomy_row_57,21.0,5.0,11.68,1.3704686896576233,-0.6485685396080729
mmlu_anatomy_row_58,20.0,4.0,9.209473684210526,-1.5996439264610989,-1.2743379916459858
mmlu_anatomy_row_59,11.0,3.0,11.91,-2.3306574715295953,-0.9062630599871966
mmlu_anatomy_row_60,19.0,4.0,14.374444444444446,-1.5697565425798206,-2.900107443683898
mmlu_anatomy_row_61,14.0,3.0,12.690000000000001,-2.42031962317343,-2.0289547038734597
mmlu_anatomy_row_62,16.0,5.0,6.8750000000000036,0.01990560906401395,-0.7774157997976348
mmlu_anatomy_row_63,16.0,4.0,6.780000000000001,-2.480094390935986,-1.7774157997976348
mmlu_anatomy_row_64,30.0,9.0,6.727142857142859,1.1014822347261197,-2.016643471266862
mmlu_anatomy_row_65,13.0,2.0,6.790000000000003,-0.39043223929215154,-0.6547241559113717
mmlu_anatomy_row_66,16.0,2.0,8.353333333333339,0.519905609064014,-0.7774157997976348
mmlu_anatomy_row_67,8.0,3.0,0.5166666666666693,-1.2409953198857608,0.21642858389906694
mmlu_anatomy_row_68,17.0,5.0,8.39294117647059,-2.0099817748172644,-2.1516463477597227
mmlu_anatomy_row_69,50.0,13.0,21.813333333333336,2.0037345571005565,-1.5012544305086166
mmlu_anatomy_row_70,16.0,5.0,16.462500000000002,-1.980094390935986,-0.7774157997976348
mmlu_anatomy_row_71,18.0,5.0,8.39294117647059,-1.5398691586985427,-1.5258768957218098
mmlu_anatomy_row_72,12.0,5.0,6.936363636363637,-1.8605448554108737,0.7195063920507163
mmlu_anatomy_row_73,22.0,4.0,11.142857142857142,-2.159418694223655,-3.022799087570162
mmlu_anatomy_row_74,24.0,5.0,12.828571428571426,-0.2191934619862117,-2.771260183494336
mmlu_anatomy_row_75,46.0,12.0,9.738095238095237,-0.37671590737433114,4.995667761339735
mmlu_anatomy_row_76,27.0,9.0,11.624000000000002,-2.3088556136300458,-1.893951827380599
mmlu_anatomy_row_77,35.0,7.0,15.15878787878788,-1.5479546846802714,-1.8877962110773012
mmlu_anatomy_row_78,14.0,3.0,9.081818181818182,-0.9203196231734299,-0.028954703873459664
mmlu_anatomy_row_79,12.0,3.0,13.372727272727271,0.13945514458912633,-0.2804936079492837
mmlu_anatomy_row_80,18.0,4.0,10.562500000000004,1.9601308413014573,0.47412310427819016
mmlu_anatomy_row_81,17.0,5.0,15.725000000000005,-1.5099817748172644,-0.15164634775972274
mmlu_anatomy_row_82,8.0,3.0,12.605000000000004,-2.240995319885761,-0.7835714161009331
mmlu_anatomy_row_83,14.0,3.0,8.541538461538462,-0.9203196231734299,-0.028954703873459664
mmlu_anatomy_row_84,16.0,3.0,6.726153846153846,0.01990560906401395,-0.7774157997976348
mmlu_anatomy_row_85,11.0,3.0,8.009090909090911,-1.8306574715295953,-1.9062630599871966
mmlu_anatomy_row_86,17.0,3.0,9.825,0.9900182251827356,-1.1516463477597227
mmlu_anatomy_row_87,5.0,2.0,5.240000000000002,-2.1513331682419263,-0.66087977221467
mmlu_anatomy_row_88,12.0,2.0,11.22727272727273,-2.3605448554108737,-2.2804936079492837
mmlu_anatomy_row_89,15.0,2.0,7.633846153846157,-0.9502070070547082,-2.4031852518355468
mmlu_anatomy_row_90,9.0,4.0,7.58666666666667,0.22911729623296084,0.8421980359369794
mmlu_anatomy_row_91,24.0,6.0,10.823478260869567,3.2808065380137883,-0.771260183494336
mmlu_anatomy_row_92,13.0,3.0,12.172307692307694,-2.3904322392921515,-1.6547241559113717
mmlu_anatomy_row_93,3.0,1.0,17.04666666666667,-2.09155840047937,-0.9124186762904944
mmlu_anatomy_row_94,15.0,3.0,7.570000000000004,-0.9502070070547082,-0.40318525183554677
mmlu_anatomy_row_95,5.0,2.0,7.600000000000001,-2.1513331682419263,-0.66087977221467
mmlu_anatomy_row_96,10.0,2.0,14.270000000000007,-2.300770087648317,-2.5320325120251086
mmlu_anatomy_row_97,24.0,5.0,13.388695652173912,-2.7191934619862117,-4.771260183494336
mmlu_anatomy_row_98,7.0,3.0,9.054285714285715,-2.211107936004483,-0.4093408681388455
mmlu_anatomy_row_99,17.0,4.0,12.775000000000002,-2.5099817748172644,-3.1516463477597227
mmlu_anatomy_row_100,1.0,1.0,20.200000000000006,-2.031783632716814,-0.1639575803663189
mmlu_anatomy_row_101,4.0,2.0,9.57,-2.1214457843606485,-0.286649224252582
mmlu_anatomy_row_102,11.0,4.0,7.190000000000001,-2.3306574715295953,-0.9062630599871966
mmlu_anatomy_row_103,10.0,3.0,15.453333333333337,-2.300770087648317,-0.5320325120251086
mmlu_anatomy_row_104,7.0,2.0,3.997142857142858,-2.211107936004483,-1.4093408681388455
mmlu_anatomy_row_105,8.0,2.0,5.230000000000004,-2.240995319885761,-1.783571416100933
mmlu_anatomy_row_106,19.0,4.0,11.752222222222223,-1.0697565425798206,-1.9001074436838978
mmlu_anatomy_row_107,9.0,4.0,10.208888888888893,1.7291172962329608,0.8421980359369794
mmlu_anatomy_row_108,15.0,3.0,10.098571428571429,-2.450207007054708,-2.4031852518355468
mmlu_anatomy_row_109,30.0,8.0,18.09931034482759,-1.3985177652738803,-1.0166434712668622
mmlu_anatomy_row_110,10.0,3.0,10.73,-2.300770087648317,-1.5320325120251086
mmlu_anatomy_row_111,10.0,3.0,7.58666666666667,-2.300770087648317,-0.5320325120251086
mmlu_anatomy_row_112,18.0,3.0,14.64,-1.0398691586985427,-2.52587689572181
mmlu_anatomy_row_113,11.0,4.0,4.830000000000002,-2.3306574715295953,0.09373694001280342
mmlu_anatomy_row_114,33.0,6.0,5.600000000000001,-2.988179916917715,-2.1393351151531252
mmlu_anatomy_row_115,15.0,4.0,12.62714285714286,-1.9502070070547082,-1.4031852518355468
mmlu_anatomy_row_116,4.0,2.0,6.620000000000001,-2.1214457843606485,-0.286649224252582
mmlu_anatomy_row_117,21.0,5.0,9.830526315789477,-1.1295313103423767,-0.6485685396080729
mmlu_anatomy_row_118,17.0,3.0,13.98769230769231,-2.5099817748172644,-3.1516463477597227
mmlu_anatomy_row_119,16.0,5.0,9.140000000000004,-1.480094390935986,-0.7774157997976348
mmlu_anatomy_row_120,12.0,3.0,6.936363636363637,-0.8605448554108737,-1.2804936079492837
mmlu_anatomy_row_121,10.0,3.0,9.55,-0.800770087648317,-0.5320325120251086
mmlu_anatomy_row_122,17.0,5.0,10.098571428571429,0.49001822518273563,0.8483536522402773
mmlu_anatomy_row_123,20.0,4.0,9.830526315789477,-2.099643926461099,-3.274337991645986
mmlu_anatomy_row_124,8.0,2.0,12.605000000000004,-2.240995319885761,-1.783571416100933
mmlu_anatomy_row_125,17.0,5.0,9.825,-0.5099817748172644,0.8483536522402773
mmlu_anatomy_row_126,14.0,3.0,6.726153846153846,-2.42031962317343,-2.0289547038734597
mmlu_anatomy_row_127,10.0,2.0,6.2755555555555596,-0.30077008764831703,-0.5320325120251086
mmlu_anatomy_row_128,13.0,3.0,8.756666666666668,-2.3904322392921515,-1.6547241559113717
mmlu_anatomy_row_129,3.0,0.0,9.180000000000003,-0.5915584004793701,-0.9124186762904944
mmlu_anatomy_row_130,8.0,2.0,5.230000000000004,0.7590046801142392,-0.7835714161009331
mmlu_anatomy_row_131,13.0,4.0,6.790000000000003,-1.3904322392921515,-0.6547241559113717
mmlu_anatomy_row_132,17.0,5.0,10.562500000000004,1.9900182251827356,-0.15164634775972274
mmlu_anatomy_row_133,18.0,4.0,13.5125,-2.5398691586985427,-1.5258768957218098
mmlu_anatomy_row_134,14.0,2.0,11.264615384615386,-2.42031962317343,-3.0289547038734597
mmlu_astronomy_row_0,18.0,6.0,3.7181818181818187,1.9601308413014573,2.47412310427819
mmlu_astronomy_row_1,26.0,5.0,12.568000000000001,0.7210317702512321,1.480278720581488
mmlu_astronomy_row_2,6.0,1.0,-1.8399999999999999,-2.1812205521232046,-2.0351103201767575
mmlu_astronomy_row_3,26.0,4.0,5.806666666666668,0.2210317702512321,-2.519721279418512
mmlu_astronomy_row_4,9.0,1.0,2.3114285714285714,-0.7708827037670392,-0.1578019640630206
mmlu_astronomy_row_5,33.0,11.0,7.561551724137935,-0.4881799169177148,-0.13933511515312524
mmlu_astronomy_row_6,46.0,9.0,8.895238095238096,2.123284092625669,-1.0043322386602647
mmlu_astronomy_row_7,24.0,6.0,6.960000000000001,-0.2191934619862117,-1.771260183494336
mmlu_astronomy_row_8,12.0,2.0,6.936363636363637,-0.36054485541087367,-0.2804936079492837
mmlu_astronomy_row_9,12.0,4.0,5.863636363636363,2.1394551445891263,0.7195063920507163
mmlu_astronomy_row_10,18.0,5.0,5.206666666666667,-2.0398691586985427,-1.5258768957218098
mmlu_astronomy_row_11,12.0,4.0,4.791363636363638,-1.3605448554108737,1.7195063920507163
mmlu_astronomy_row_12,6.0,2.0,5.240000000000002,-2.1812205521232046,-1.0351103201767575
mmlu_astronomy_row_13,15.0,5.0,4.823333333333334,-0.4502070070547082,-0.40318525183554677
mmlu_astronomy_row_14,24.0,7.0,5.362142857142857,-0.7191934619862117,-0.771260183494336
mmlu_astronomy_row_15,15.0,3.0,4.19857142857143,-0.9502070070547082,-1.4031852518355468
mmlu_astronomy_row_16,13.0,3.0,6.790000000000003,-2.3904322392921515,-2.6547241559113717
mmlu_astronomy_row_17,8.0,0.0,2.3114285714285714,-1.2409953198857608,-0.7835714161009331
mmlu_astronomy_row_18,27.0,4.0,6.936363636363637,0.19114438636995423,-1.893951827380599
mmlu_astronomy_row_19,48.0,13.0,8.329951219512196,-1.4364906751368873,0.24720666541556113
mmlu_astronomy_row_20,11.0,3.0,4.790909090909089,-1.8306574715295953,-1.9062630599871966
mmlu_astronomy_row_21,10.0,4.0,6.705000000000002,-1.300770087648317,0.4679674879748914
mmlu_astronomy_row_22,14.0,2.0,8.541538461538462,-0.42031962317342986,-0.028954703873459664
mmlu_astronomy_row_23,7.0,3.0,10.740000000000002,-1.711107936004483,0.5906591318611545
mmlu_astronomy_row_24,33.0,11.0,11.732000000000003,-0.4881799169177148,2.8606648848468748
mmlu_astronomy_row_25,24.0,9.0,6.936363636363637,-1.7191934619862117,3.228739816505664
mmlu_astronomy_row_26,13.0,3.0,6.010000000000002,-2.3904322392921515,-2.6547241559113717
mmlu_astronomy_row_27,24.0,6.0,7.163333333333334,-1.2191934619862117,1.228739816505664
mmlu_astronomy_row_28,15.0,5.0,8.756666666666668,2.549792992945292,0.5968147481644532
mmlu_astronomy_row_29,8.0,3.0,11.130000000000003,-2.240995319885761,0.21642858389906694
mmlu_astronomy_row_30,14.0,3.0,7.633846153846157,-2.42031962317343,-3.0289547038734597
mmlu_astronomy_row_31,9.0,2.0,9.655000000000001,-1.2708827037670392,-1.1578019640630206
mmlu_astronomy_row_32,11.0,4.0,9.55,0.16934252847040465,1.0937369400128034
mmlu_astronomy_row_33,3.0,1.0,9.180000000000003,-2.09155840047937,-0.9124186762904944
mmlu_astronomy_row_34,26.0,6.0,7.28166666666667,-1.778968229748768,-1.519721279418512
mmlu_astronomy_row_35,10.0,2.0,5.230000000000004,-1.300770087648317,0.4679674879748914
mmlu_astronomy_row_36,8.0,2.0,10.740000000000002,-1.2409953198857608,0.21642858389906694
mmlu_astronomy_row_37,12.0,2.0,6.010000000000002,1.1394551445891263,-1.2804936079492837
mmlu_astronomy_row_38,15.0,5.0,9.255714285714287,-2.450207007054708,-0.40318525183554677
mmlu_astronomy_row_39,22.0,6.0,6.9311111111111146,-1.659418694223655,-1.0227990875701618
mmlu_astronomy_row_40,16.0,3.0,6.727142857142859,-0.980094390935986,0.22258420020236525
mmlu_astronomy_row_41,15.0,4.0,3.355714285714285,-1.4502070070547082,-2.4031852518355468
mmlu_astronomy_row_42,13.0,3.0,6.790000000000003,1.6095677607078485,-1.6547241559113717
mmlu_astronomy_row_43,19.0,3.0,8.474444444444444,-1.5697565425798206,-1.9001074436838978
mmlu_astronomy_row_44,13.0,2.0,8.756666666666668,-1.8904322392921515,-0.6547241559113717
mmlu_astronomy_row_45,12.0,5.0,10.154545454545456,-0.8605448554108737,1.7195063920507163
