a_3pl,b_3pl
3.5938332,1.602386
3.321667,1.7823373
3.3487835,0.37053123
0.53957474,-1.03986
1.5155919,-1.76674
0.93941855,-2.9825497
1.643401,2.4153404
2.4465106,-2.7416694
2.655586,3.458108
1.3926451,-1.2113435
1.7707559,-3.1447024
2.6217167,3.2478878
3.4912784,-0.8003793
0.9297408,-1.2984226
2.364374,1.4975749
1.6375611,0.2752826
2.5286975,1.7327315
2.6511614,3.4188364
3.7116024,-0.46961907
5.2205524,0.24762738
1.1021135,-2.891686
3.269918,-0.71767956
3.0452263,-3.4431977
3.0549922,-1.6202965
0.70164376,2.99356
2.3471675,3.344936
2.659099,3.3925111
0.25552225,3.5492501
2.6741743,3.4751856
2.2448106,-3.1059644
0.859814,0.32497478
2.4301524,-2.0616221
0.9066035,2.3143244
2.1186163,-2.2434292
2.9982138,2.1362593
2.5348325,-1.947843
2.6765864,3.4202518
0.8808344,-0.8888633
3.9176733,1.1613513
2.794569,-3.2491534
1.8367066,-2.3515506
2.7559066,-0.60569876
1.4867752,-3.3958015
2.0502143,-3.0433264
2.6009684,2.7449925
2.018895,-1.6381258
2.6723213,3.3945637
0.54200023,-0.5509067
0.8571635,0.6765217
2.0695484,-2.6530585
4.2039356,-1.9116484
2.622851,-1.1773207
2.6896646,0.9979257
0.8669258,-3.6073275
1.2466539,-1.053008
2.577538,-0.9490185
3.6360636,-0.96172655
2.3774827,3.059674
2.57296,3.394042
1.7910767,-1.684046
2.9445386,-3.5652149
2.290391,-3.2261145
2.9491992,2.9337194
2.8273368,-2.7618673
1.7406095,-0.4740601
2.9243,0.106226735
3.7453022,-1.5062196
1.4524649,-0.685289
2.5751157,3.04029
2.7451906,-1.7199115
1.8768415,-0.08904641
2.6232915,3.3622856
0.89136136,0.16665116
2.6986234,1.6999983
2.6659846,-3.9585528
1.7200377,0.2536712
0.6807523,0.98284614
1.1472443,0.133023
1.5260743,-1.052028
0.41227946,-1.6371455
3.838046,-0.40442273
2.8412375,-3.3366969
1.4587438,0.3024475
2.1396785,-2.3269851
0.89755344,1.0725366
3.5273921,1.5935715
0.9009832,-2.8356957
2.5829017,-0.0014928884
2.0947769,2.702213
0.8476685,1.0065477
2.447399,3.1933477
0.21606958,0.3929842
2.3437543,-4.2378197
1.3636558,-2.270775
2.6795478,3.3161278
1.6220595,-0.14317773
5.4033647,0.9585199
2.239012,2.7995532
2.047336,0.9376355
2.4518752,1.0241712
2.3562412,2.2466443
2.1926649,2.1295114
2.4486697,3.225669
3.8471844,0.03282857
2.5726826,0.87417644
1.4026868,-0.68240833
2.6390786,3.406118
0.07699784,-1.0508326
0.34404022,0.12927987
2.4624453,-1.5275797
2.644528,3.4169178
2.5959103,-3.191747
1.1205006,-1.886629
0.68383586,-0.5200066
0.30452412,2.549472
2.7512627,-3.5113666
1.21904,-3.341596
3.0227902,-2.5984502
2.4643347,-2.2452788
1.0700716,-1.9259561
2.0428257,-2.6492035
1.320315,-0.33167002
1.9142836,2.0552418
1.8098278,-3.198
0.602193,1.273083
2.4846187,-3.0714793
1.7341851,-0.38731754
1.4299028,-0.22680578
2.6397057,3.220465
2.6078331,-3.731399
1.3046854,-2.2537432
1.5607224,-1.6513785
2.561612,3.1872854
3.804513,-1.0427125
2.578816,-3.2942653
0.4707536,0.5633404
2.0337863,-2.169034
0.5240456,-1.5675167
1.6813195,-2.2078176
2.9854236,-2.182636
3.664399,-2.2837398
2.1902592,-0.15978852
1.5008271,-2.3040254
1.2123613,-2.6395285
1.0381517,-2.3625937
0.41564405,-1.4082848
1.910947,0.8029533
2.8541136,-0.42643017
2.0311177,-0.7885498
3.3990102,-2.2927423
1.2742281,-3.9258325
3.2230716,-2.6639428
2.3810318,-2.4932675
3.2805698,-1.9425566
3.2301884,-3.3318493
3.0455766,-0.10433142
1.2017497,-2.1585102
1.0078801,1.3373494
2.4293685,-2.703998
2.1515925,-0.8088667
1.7324327,-0.98785365
1.6653595,-2.1031082
1.8409758,-0.17044097
1.4813119,-0.7570994
2.4231255,3.1139512
2.7991798,-1.70359
2.5131233,3.3407838
2.4367652,-0.7688488
1.6899064,-1.3804456
1.6865066,-1.3085518
1.5032934,-2.2165294
0.19535394,-1.1600467
2.4806452,-2.3304949
2.1901035,-2.451842
1.1806314,-3.8017287
2.8546238,-2.9427555
1.5669578,-1.1240468
0.5999012,-0.20464702
2.0015845,-1.8195504
2.866006,-2.782579
2.7812324,1.9709224
2.6658194,3.3641818
1.6064249,-0.082465015
2.862771,-1.5752262
2.3395257,-3.0149856
1.7454226,0.42284468
1.5881519,-0.70097524
1.6213403,-2.6565428
2.8005426,1.9763873
3.444137,1.075609
2.6204095,-0.48591894
2.3694112,3.0139513
2.2028291,0.36465675
2.5413716,-2.173062
1.9634285,-2.9066632
0.44115412,2.79989
0.8481945,-0.41599995
1.0521917,-1.8864095
1.6469446,-0.054992158
2.2760904,-2.8216205
0.9675266,-3.177651
3.7878842,0.3548496
1.2205936,-0.96015435
1.4109341,-0.69507855
2.4159846,-0.010772031
1.7152765,0.021865517
3.7878196,0.17063943
1.7489076,-1.134706
2.6186106,-3.2490573
2.5755663,-2.0695045
2.7771351,-0.74065566
2.6399002,-2.7328274
4.9932323,0.8639665
0.46324003,-2.4189198
0.37606332,-2.7715976
2.2301035,3.1928647
1.7664256,-1.4555736
2.2647681,-0.20297034
2.3518572,0.41624978
3.1082678,-1.7174797
1.5720947,-4.4956975
3.8403268,-1.0984575
1.7972838,-1.1405144
0.68568456,-3.9067094
2.5515757,-3.2748203
1.3879906,-0.5279117
2.5292516,3.429182
1.9349651,-3.2996624
2.7385025,2.902793
3.730372,1.1621938
2.5417492,-2.3774178
2.4292867,2.7142837
2.6602619,3.4222634
2.1844666,-1.4366647
3.7741346,-1.3186071
1.792202,-1.6173092
0.77433157,2.876881
1.7845316,-0.7471593
0.4415419,-2.2783828
3.152061,1.0146813
4.1035047,-0.5903332
3.3214843,-2.5603356
2.1241055,0.8669505
2.2678385,-1.5401356
0.79416835,-2.9295504
2.5814686,3.3240473
2.418613,-0.74276507
1.3878,-1.518391
2.6918476,-2.6672888
3.3710268,-0.8889189
1.0524306,-1.1228211
1.8336165,-0.20574139
2.7073483,-0.24972543
4.709743,-1.061193
2.4316397,-0.3054339
2.506801,-1.1641401
0.9871034,-3.7404494
2.7051957,2.53088
4.684458,0.07463158
1.9088987,-1.927459
4.0580854,0.06745742
2.9809852,-0.8346133
2.8542557,-3.2187824
2.9477289,-2.2184534
1.0082754,1.796277
1.9455348,-2.1350453
3.5505338,-1.9709145
1.4876328,-0.81859475
3.6762044,0.26793376
0.71228194,0.6711167
3.8092806,-1.8914404
1.4412729,-1.0490398
0.9685588,-1.5068054
4.4826236,1.1771176
1.8511599,0.32636717
2.6018717,-2.1933246
1.1185483,-0.7419115
3.0357876,-2.1139398
1.4256392,-0.22755162
2.1750438,-1.2310501
2.2760334,0.20790544
1.4592085,-4.592294
3.117988,-2.43411
3.3275833,-2.4548469
0.83369094,-1.1977165
1.9633609,0.40064713
0.7157021,0.02431409
1.8690913,-1.17504
2.8862953,-1.6411115
5.1865163,0.78293455
0.33055025,2.6669974
2.321446,-2.13302
0.5747083,-2.0256426
2.4257963,-1.8296858
0.5212279,-3.2472215
3.4363368,-0.9179106
2.3466134,-3.1040692
2.1683927,-0.37254634
3.4487705,-2.5087109
2.4545884,-3.3551512
2.1237514,-0.57831746
0.6016439,1.8884046
0.76235175,-1.1308472
2.4883943,-2.7393157
1.0300053,-2.8136063
3.0880198,-1.2696615
3.0247831,-1.7843876
2.7405884,0.35571367
5.0044217,-1.0930617
1.4140875,-2.1758351
2.3991451,-2.3685222
3.1669986,-2.3673882
4.2931824,-0.40569696
3.2776403,-1.6045055
2.9840937,-2.6912568
4.05439,-2.019773
5.093753,0.17066215
4.9231253,-1.0481366
1.5777403,-3.1466873
5.1547,-0.012493272
2.9948275,-1.6781702
1.6170527,-0.21739943
1.164751,0.20670927
2.9434032,-1.518861
4.2715497,1.4197329
0.56244504,-2.0144284
1.8224304,-1.361734
3.6277099,-1.2190468
2.499795,-3.1288216
2.6973553,3.4396281
2.1434293,2.715812
0.6758965,-0.78176093
1.91312,-2.8134372
1.3613833,-3.478284
0.9208689,-0.1911143
3.9414494,1.2348442
3.0788682,0.20919938
2.3828602,-1.8603514
1.7815051,-0.0040604095
3.5154555,-1.6722965
1.506842,-3.514211
3.7785938,-0.82823807
0.6634168,-1.8489329
2.791157,3.3225088
2.4477367,-0.8542491
1.0935212,-0.46879813
3.6045809,0.49142617
2.6861606,-1.6098219
1.5528876,0.82019717
3.540764,-2.6766424
3.111146,-1.0823277
3.9145732,-1.9407638
3.191327,-1.8168261
1.109751,0.47043404
0.70324874,0.69708765
0.8977378,-0.30986333
0.97070843,1.8160021
4.053206,0.7979903
2.9149656,-2.4035711
0.82809854,-0.8111149
2.0012505,-2.943347
2.4089339,-2.4492755
1.4460013,-4.0535398
1.2396922,-0.5304407
0.72267985,0.36408514
2.3072982,-2.3044086
2.0589602,-2.6161573
0.86981916,-2.976456
2.158958,0.8233907
2.4492655,2.9012208
5.0615854,0.9488159
2.9707737,-1.9538263
3.1619442,-2.5659502
0.9035898,-0.4643082
3.6777701,-1.286713
1.3605144,-2.0146556
3.1731424,-1.6749842
2.4165995,-2.8465872
1.9603121,-2.899817
0.7206713,-1.6737596
2.461713,-1.596715
1.958297,-2.5729415
3.4812298,-1.503979
1.0946196,-1.6898105
3.195323,-2.51617
1.2299403,-1.0321753
1.822634,1.0079122
2.1117709,-2.164539
0.7619754,-0.4961634
2.2135427,-2.321655
2.4628162,-1.9076968
1.2300864,-0.3465689
1.4095621,-4.5791454
2.406888,1.0604604
3.6711082,-2.0956254
3.0408688,-1.0252876
1.9758971,1.4579045
0.48906404,0.7543123
2.261856,2.8289979
1.9894192,-2.082982
1.6372219,-0.9345044
2.0837333,-3.9501927
2.875899,-1.3649428
1.4087169,-3.0053988
1.4609015,-3.7640662
2.6998281,3.2838163
5.74797,0.14258012
3.107942,-3.1649423
2.7134645,0.15322007
1.5475532,-1.6129016
2.344009,-2.6806316
2.5925379,-3.1612601
2.4139664,1.4336364
2.4439692,-2.1847656
2.974421,0.33766925
3.5904832,-0.9651893
3.6770172,-1.584211
3.2395163,-1.6931771
2.5197244,-0.71159047
2.6941319,-1.2583146
1.1915572,-1.9715914
2.8975663,0.88539916
2.0051124,-2.5179818
0.8636067,1.0012329
2.3591106,-3.013403
4.1324697,0.052582987
2.5519764,-1.1784638
1.6787813,-1.7878429
2.2766564,-0.9346735
0.9969932,-1.5174966
2.0007684,-2.511845
2.399013,-2.6157053
2.2178729,-1.0122013
3.4157062,1.0080926
2.1312015,-0.518513
3.4620252,-3.4123285
2.6124485,2.9203205
2.4404974,3.0143561
0.30073923,-1.7991263
3.0487344,2.1050014
1.2098349,-2.5178554
2.4121976,-2.6360636
2.5381012,3.3897066
2.7694833,3.261287
2.5562372,1.6689873
2.4598475,3.3733678
2.6265767,3.410012
2.6924748,3.417134
2.7169437,3.4875998
2.5316164,3.417407
1.3742813,-2.5007231
0.6102201,1.028436
1.3317611,-1.7596225
3.887462,0.9787691
2.8382764,-1.5621009
2.588202,3.210841
0.77110726,1.7639419
1.5056164,2.1658945
2.4875126,-2.7212522
2.7629838,3.4678233
2.633572,3.399331
2.7010775,3.2753515
0.74135286,-2.2083173
0.5542366,-1.7327001
3.465859,-0.042708922
2.1940994,2.3995757
1.0514168,-1.447802
0.22508101,-1.4927367
2.3525548,0.75625145
0.7523974,3.5953848
0.81946516,2.1991959
0.40848058,1.4374359
2.5641365,3.4153788
0.07653022,0.3018459
2.3938875,-1.5359709
2.6641965,3.2315989
1.8026314,-0.68838406
2.2254424,3.0462842
2.5283027,3.401969
2.6327024,3.2394323
3.1206594,0.8404481
0.22913995,2.2439747
1.0776323,-4.3905263
0.8427931,1.8575844
1.0288254,0.12785585
2.1668258,3.1287994
2.8548265,3.0948071
3.852631,-1.3006525
2.6050675,2.3808806
2.058057,-3.038418
2.6671712,3.396694
0.6277022,2.653621
2.796644,2.5442824
0.31968522,-0.7356133
1.8395387,1.5145297
3.200479,1.9516128
0.2052209,2.7562802
2.046616,-2.857975
2.1564426,-3.1768284
1.364795,-0.44455975
2.7940383,1.0295562
0.28772563,0.95640194
3.0331252,-1.7607638
2.8644726,3.2173316
0.87239265,0.6653122
4.688658,-0.82789475
2.6450768,3.4066858
4.245978,-1.6262109
3.7581253,-1.840984
2.868216,3.013159
1.1027052,-3.513629
2.3277113,-0.29388323
3.5766933,-1.3131883
3.5861664,-0.8974938
2.706488,3.3884676
0.58555037,2.1020973
2.6422024,3.4218583
2.1350422,3.2031019
1.7496736,-2.5885205
2.6331308,3.3288713
2.7624578,3.2481322
2.9349945,-1.327857
2.358509,0.937415
2.2160244,3.1327636
4.1134467,1.0039364
3.3194835,-1.2576483
0.40260142,2.0737555
1.3932408,-4.169744
2.4686277,3.2140372
1.1774529,-0.011793837
0.9864215,-0.596259
2.3192961,3.2263155
2.6665397,3.436007
0.36249334,0.26135427
4.311796,0.14207956
1.2547716,2.9134905
0.23558316,-1.3826916
1.1697476,-1.8162084
2.5219917,1.8140732
1.6504987,3.3032606
2.2222528,0.08833623
2.637718,2.8715804
2.036345,2.7459588
1.8518544,-1.4928542
0.15156387,0.11515533
4.7582283,1.101842
2.5480847,3.3814526
4.2488413,-0.9882192
4.3203053,1.5481174
1.5305169,2.8154128
1.8705746,-1.258413
2.5593824,3.0977824
3.138064,-1.4423933
0.073668405,0.24784602
3.399301,-2.739741
0.7832824,3.0856485
1.2911934,-1.7982887
2.723627,3.3105443
2.064016,2.762635
1.5207999,-3.273737
2.8420386,-2.8457832
1.079567,-1.0287074
1.0840687,-1.1961912
2.4491997,2.7675428
3.0176568,-2.671673
0.5797095,-4.1722174
0.74242395,-0.5430369
2.808549,-0.39972687
2.3643482,-1.9966155
2.6329129,1.6460727
2.1147563,-1.4411613
2.51618,3.2955325
2.3231711,3.152227
2.1999154,-2.5779212
0.9104777,-0.48235378
0.75928557,-0.30973527
2.6056366,3.2804441
2.6450772,2.9207964
0.59418845,-3.3154905
3.1713285,-0.5750348
2.8859775,-2.2351303
2.0329957,-1.0958927
2.2988274,2.795453
2.6477687,3.3469756
1.5033776,-1.9285151
2.6026893,3.4323828
1.0706834,0.39783433
0.51419646,-1.5021415
1.894303,0.037611622
0.66995156,1.3721281
0.7292074,-2.9080951
2.8353367,0.6811339
2.4639843,3.2294114
0.2720289,-1.9553242
0.038266897,-1.2571315
2.992385,-0.7359316
3.6470847,-0.66112524
1.6561785,-3.602447
2.6092844,3.3313296
1.1224244,-0.4647187
0.5776555,2.1658092
5.256375,0.8374082
2.3571563,2.802382
0.927354,-0.58908933
0.020681363,-0.29375446
4.2714677,0.74165004
2.6654806,3.3493564
0.7148679,1.0464631
0.24072911,-3.3244026
3.5882673,-0.4781643
1.95865,0.15025648
0.41012138,4.3849897
2.1133397,3.0762744
2.668995,3.3390038
2.6921825,3.2747529
0.61937165,-0.23718932
1.4393468,-3.057134
2.0698721,-1.1141008
2.2815456,3.153394
2.5821064,2.1158996
2.0044432,-0.44190675
2.548394,3.3319976
0.25168937,2.6450148
1.2012379,-3.0870147
1.7212628,1.1482731
1.1107147,0.5928237
0.72645223,-0.44534782
2.0541282,-2.7979856
0.6241082,-0.3435941
0.52556765,-3.1857185
3.1235304,0.35599416
0.93649083,-3.587638
1.0927753,0.93388957
0.39341867,1.2732759
2.0056982,0.20233949
2.5697846,3.3257105
3.0778658,1.4646652
2.4206088,1.5573114
1.4866366,1.8280728
0.2755584,-0.5301895
0.58277667,2.670526
0.47960624,-2.0284648
2.5718758,3.2821622
3.0387282,1.9471905
2.8070655,-0.7197136
1.1261016,0.40690053
2.6092362,3.442779
0.71280587,1.543571
2.8712587,3.069886
0.34286383,5.0564513
0.55029225,2.6042874
1.6695681,1.8960726
0.33994955,3.6460888
2.6699815,2.379478
0.32327622,-2.8671904
2.64939,3.3953464
2.2791615,2.8343537
2.1778824,1.5785638
0.29577377,4.028498
2.6525,1.4446683
3.219003,1.4096802
2.5350351,3.2132404
2.6615672,1.891001
2.5253968,3.1120872
0.2609952,1.3365903
0.8253343,-1.0919951
1.6302389,-1.2166622
0.40811798,-1.4876895
0.1937695,-2.3814633
2.6204715,3.3193424
2.795632,1.2773044
2.341719,3.2446277
1.8387651,3.0681665
0.39070156,0.91787416
2.9076767,0.082356974
3.3508353,-1.6948154
1.7664075,1.7967772
2.5062916,1.7286439
2.5755382,1.5915333
0.12719274,2.2006109
0.47144526,3.3495216
0.4658906,-1.373657
0.2968407,2.8775187
0.6996943,2.514366
2.9215198,2.9251158
5.3533335,0.35559028
1.5532508,-1.9500993
0.33773756,-3.2014582
3.519398,1.4310893
2.6281557,-1.8206425
2.0511568,3.134381
1.197766,-1.9247471
2.0406556,2.589088
0.40801382,1.4166659
3.4448376,0.724958
0.5465754,-0.079107374
0.43512878,0.33688784
2.9334664,1.1874838
4.633816,0.4202934
2.4571304,3.005847
0.22127116,3.062737
2.247033,2.717163
2.3250737,1.8922973
0.18543735,3.21289
2.0138526,2.64349
0.79553807,-0.89421934
0.7397331,2.9689293
1.734056,2.2164876
2.5442212,3.3817613
4.7266884,0.93563074
2.5468137,2.3863606
1.5851156,-0.41600543
2.2617478,1.923659
2.4242039,3.3073146
2.124892,2.3432174
2.45552,3.1103687
0.6150797,3.3878453
0.747058,1.7736242
0.295879,3.063345
0.57315826,3.297423
2.233175,0.288775
0.5254971,2.1465564
2.119648,3.0960784
2.4998338,0.30150118
2.627029,3.4152718
1.8310063,2.8281877
0.339544,3.933773
0.43365026,2.7759626
2.1751118,0.98447466
0.54142356,1.2130879
2.7104347,2.5145571
0.5806608,2.438257
2.6367698,3.3388515
2.199299,2.3072698
2.7623248,2.3127687
2.6355617,3.3740442
1.0677592,-1.078467
2.9927073,-1.4894205
0.35413665,-1.67656
2.1118736,2.0319088
2.6256342,3.3841052
2.5626812,3.4225483
0.81061095,-3.625117
2.3651354,1.724819
2.0283296,-0.7545312
2.6464343,2.957903
1.8713123,-1.5516311
2.6869216,-1.0098943
4.3288913,-1.2220558
1.5168314,-0.6711893
0.36469114,-1.6648762
2.4656925,3.2429597
1.9868306,1.3035518
2.746715,3.310198
3.6380281,-2.0435836
3.4032273,1.6434919
4.1993093,0.93808925
1.0271955,0.22580154
2.8772154,-2.204136
1.619647,-0.36760855
0.65258074,0.431006
1.1845087,0.27922696
1.2007815,1.8802693
3.2502995,2.266918
3.0505812,-1.3063715
2.5275826,-0.77188694
3.6476865,0.774853
5.3439493,1.0306605
2.6572757,3.3812625
3.6032553,1.8884928
0.6471674,1.2649816
0.6419293,-3.580651
0.47702503,0.3905423
2.1988518,3.2198293
2.8236308,-0.54916316
2.3807425,2.8225136
0.34207454,0.28408423
1.1752658,1.098087
0.7858014,0.06329966
2.6427994,3.391537
3.06201,1.7844356
2.8134153,3.2892785
2.5393176,3.2512074
2.6241393,3.4440155
0.45467654,2.8240523
3.0580933,-1.480797
1.3116734,-4.4830832
2.4616826,3.1041985
0.5431194,3.534987
4.237298,1.2186865
0.45993888,-0.18885228
2.74867,-0.4627743
2.7021477,2.5077426
1.1007613,-1.1088468
2.5117004,2.947602
1.5584286,-4.295992
2.60579,3.26109
2.3613055,1.8316371
3.8202138,0.9538118
0.5396734,0.26061827
1.2145352,0.29727146
2.5436378,3.314102
2.329248,3.1821778
0.4347562,-4.343236
1.0448537,-0.107484035
1.4035361,0.28384212
0.4553779,2.3787794
0.18675527,0.5306491
1.2846014,0.61484593
1.2576565,-1.4331098
0.4741123,2.4236653
3.0812678,-1.2924927
2.451935,3.2365866
0.626241,0.9984973
2.9707036,3.007069
2.683358,3.4127512
3.1841109,1.55529
1.2105584,1.4314814
4.5673947,1.1331263
2.5913196,3.342822
0.36863524,0.6322501
4.3063993,1.2295579
2.628232,3.3225324
4.537924,1.1246291
1.1946058,1.1740382
0.49868253,0.46701902
2.5107954,3.3236098
0.3450467,0.290105
2.4711664,2.99096
3.2546563,1.3853333
2.635484,1.2939941
2.5856857,3.4028046
2.706977,3.2834675
2.4354317,3.3246565
2.6206548,3.3820548
1.2843943,-1.8023995
2.006251,-0.91307694
0.061380066,-1.2629708
0.4558037,0.10542573
1.4353025,-4.0009027
0.24585798,3.6184452
0.8932432,-3.2798502
0.47516546,0.3061531
1.5623928,-3.1697621
1.1237403,-3.833656
1.998216,-2.359952
2.6027884,3.3930109
2.5354247,3.234826
1.9476014,-2.8602443
1.7026215,-1.0772576
1.9969053,-2.481827
1.0584978,-2.9622927
4.943243,0.6539206
1.2462828,-3.9145455
1.3284259,-2.0484226
1.6023686,-1.7979252
1.2118556,-0.5642571
0.42990625,1.231239
2.4186616,3.2696364
2.867792,-2.5394032
1.9121001,-4.4102345
1.8043411,-3.164341
0.35250935,2.4033499
1.0544071,-2.5379634
2.412563,-1.796542
2.1871283,-2.369336
2.167872,-1.4608862
2.3815055,0.19984262
1.0578012,1.0600301
1.8739537,-3.6250002
1.3943322,-2.7949712
1.4032246,-2.2018373
1.4664836,-2.350778
3.926223,-1.1760749
3.381763,0.14432876
2.9997845,-3.4780517
1.7641358,-3.0525982
1.8439708,-3.067722
0.31930315,-2.8144538
3.148611,-2.958589
0.097568706,3.1775062
3.2584846,-3.0107868
3.1706147,-3.3811688
2.7283363,-2.3314717
2.2447703,-4.581361
1.7475307,-0.9263961
3.1208298,-1.9774567
2.5489273,3.2088683
1.3339326,-3.4380422
0.1278632,3.2906106
1.9986255,-0.50031996
0.6981219,2.82872
1.3047177,-4.2050314
0.8426936,-0.4391379
2.5544248,-0.51838046
3.0276678,-3.3503428
2.0484023,-4.2842493
2.2590287,-0.8916995
2.66575,3.4281669
0.942339,-1.2383085
2.6010697,-1.7420667
1.5209273,2.7414947
1.7306786,-2.959448
0.5449506,-2.048059
2.8281655,-3.3519642
0.14342141,4.0240283
0.1948393,4.292229
1.0485436,-2.8504403
2.5052433,-2.9955814
4.804429,0.9732075
2.5381842,-3.3531098
0.5133635,-1.3516912
1.2079756,-2.4296181
2.3958292,-2.6238465
1.782099,1.0771166
2.012447,-2.7444844
2.7145584,-1.6562941
3.5891554,0.45415694
1.8593389,-3.9662416
3.9610147,-2.049684
3.7322748,1.1506716
1.7368149,-3.2082837
2.534277,-2.629749
2.47181,-2.2376137
2.5595133,3.0992484
1.8658036,-4.4281287
3.4866996,-1.8939738
0.8318607,-1.7293097
0.8787867,1.3274357
4.137328,0.96885526
2.595595,3.408121
0.74809027,-2.6616197
0.4034442,-3.4266155
2.6660793,-1.8231446
2.3829088,-3.116623
2.6120567,3.4258926
1.4138936,0.4675696
2.6595113,-1.3629831
3.5433106,0.39671683
2.47234,3.298021
1.395156,-3.6024654
4.006291,-0.84710807
1.4379504,-2.7120583
0.8936155,-2.2896826
2.873745,-3.0189931
3.5858548,-1.9926602
0.574294,-2.2912807
3.0088608,-3.4870732
4.909404,0.16478153
0.6683618,-2.159603
0.6529933,-0.39086318
3.5386548,-1.898154
0.06332301,1.9973402
3.46693,-1.1899744
3.2026162,-0.54010344
1.3033676,-2.637048
2.4057517,3.1462975
1.3965175,-0.7184611
3.704617,0.7356905
3.8762555,0.68693215
0.7804608,-0.47501346
0.51555634,3.2058554
2.994715,1.5491824
0.84662145,-3.6817715
0.1654197,0.90103006
2.4506571,3.268198
3.6931129,1.0426737
2.595634,0.3382049
4.666792,0.6429487
2.9905505,-1.3954756
0.049069665,-0.44781053
1.392993,-1.3999646
5.891433,0.7745689
1.8099529,-1.2788293
3.1942837,-2.5404181
1.0852028,-3.381783
2.5141888,1.1187068
0.21865064,1.8997774
1.9710065,-0.30754712
4.1682405,0.9229195
3.311405,1.4588877
0.8071351,-2.1380353
6.54506,0.033641856
1.7588127,1.3741633
1.0655746,-2.7011633
3.0759768,-0.38306522
0.8706628,-2.374328
1.0757852,-4.293611
2.1812425,1.1107869
2.6044033,-2.6352355
2.6161807,3.3641455
2.321328,3.2018247
0.5339594,-2.608952
2.1998737,1.1473535
3.1901164,-1.6726259
2.8957577,3.047138
1.5256828,-2.2593691
4.753888,0.72381383
2.6552474,-1.322915
2.7076948,0.41958353
0.21678595,-2.287077
0.6713376,0.8883706
3.7623982,0.101060376
3.0426562,-0.6384404
0.8929127,-2.8766935
3.184504,0.73098904
4.1994705,0.92211795
0.18501797,2.666371
2.7254987,-0.38808575
0.30315906,1.4664283
2.4661243,-2.5347843
1.6402967,-2.2992275
5.1048837,0.6535803
2.5219622,3.2873704
0.9436318,0.068817794
2.6302497,3.4011438
1.7304655,-1.8841537
1.4953971,0.30895004
0.43554515,-3.0828772
3.359028,0.79888797
3.372704,1.1980408
2.1429589,-0.015686883
0.99739414,0.4452673
1.3210273,-1.1510457
0.9780648,-3.1400158
3.0720804,-1.0685078
0.44360557,-1.0454336
0.83854544,-0.50116104
0.99750966,-1.7669003
0.90624076,-4.3370953
3.3588262,0.24767478
3.6260893,1.3167815
2.184105,-1.015134
3.0101473,-0.12777498
0.26491237,4.5287404
1.4084828,-3.0538156
3.92619,-1.019354
3.8812983,-0.34283197
0.5734642,0.59906614
3.883253,0.58804595
0.7694702,-2.7641706
2.6510162,3.3477561
2.419906,3.0959222
2.5905676,3.035122
3.1741126,-3.3843315
3.601988,0.7695408
1.3201764,-2.102394
1.1745299,-3.842712
2.3849056,1.5367191
2.796403,-3.3426154
2.428325,-2.9340975
5.3216033,0.40341592
3.3117282,-1.0545759
