lambda,gap,r2_stem,r2_nonstem,q
459.991366743503,0.04148211379604072,0.08487968603114115,0.043397572235100434,0.08861585744822056
495.1858010300639,0.04053682011726567,0.07909267104982864,0.038555850932562974,0.09008172212478435
455.97664911230095,0.07103074029841205,0.10793613837570559,0.03690539807729354,0.14666183161407362
487.7997678038373,0.04074318165489543,0.08346819380248971,0.04272501214759428,0.08765318905023323
412.00307295087987,0.04274759259919736,0.07700119853630716,0.0342536059371098,0.09772658201597981
381.1286216261433,0.05605749819558081,0.09007784959303489,0.034020351397454074,0.12308069405590308
410.63876402992173,0.025207705080988796,0.06452374548131268,0.03931604040032388,0.05875599123571251
391.56615725274605,0.02129608045843223,0.06256031598810063,0.0412642355296684,0.049540088465035936
484.2598298224693,0.04033775154045538,0.07903719655195873,0.03869944501150335,0.08959462450159697
385.2937007479268,0.046060940156269936,0.08437870464815134,0.0383177644918814,0.10078199093694587
504.9308400773225,0.03605496329843616,0.07449476887334305,0.03843980557490689,0.08140233245685388
501.4644367331275,0.03056258763122066,0.0752695824302212,0.04470699479900053,0.06688657264301842
496.70448477080936,0.051274946383964015,0.0827555693437223,0.031480622959758287,0.11670148652059267
554.4985165825346,0.04510368962288813,0.08002633650295421,0.03492264688006608,0.10172171767399474
438.44894591478806,0.046295943902432524,0.07926039456959855,0.03296445066716602,0.10574883830130408
495.301782440074,0.061301688253488695,0.10189715272149868,0.04059546446800999,0.12649295101402416
411.5600150987084,0.041070824062062083,0.08107051984743163,0.03999969578536955,0.09008887256897144
475.9442382581037,0.03895772324006086,0.07814504366901698,0.03918732042895612,0.08658148671828275
372.36826943630876,0.02289979702606093,0.06990113627454475,0.04700133924848382,0.05052694440349076
418.9016573723711,0.03544305448921814,0.07899665142813239,0.04355359693891425,0.07702982461444258
430.30344810005045,0.02500796131322136,0.06913669863850791,0.04412873732528655,0.056019721010465734
390.48638532058976,0.03580767245241512,0.07032853514955795,0.03452086269714283,0.08370720814338725
558.3378256051437,0.04322183458225026,0.08381966475193958,0.04059783016968932,0.0937540742878421
502.2181465455651,0.013002932115220966,0.05708141022148305,0.04407847810626209,0.030507673141210084
434.7781359197179,0.04122286808200526,0.08100958993763419,0.039786721855628926,0.0905277187998613
540.8700124231036,0.04002171365990004,0.08648407857965756,0.046462364919757526,0.08404269656554722
463.7480893582979,0.05020977752766642,0.09012480122898703,0.03991502370132061,0.10723696060957974
536.2296522802499,0.04678893954988528,0.0878563130474711,0.041067373497585824,0.10007902455350848
574.5862427766333,0.040924456017405464,0.08647600657846666,0.045551550561061194,0.08625327704991123
552.7152578963578,0.03723827112950928,0.07964036396689411,0.04240209283738483,0.08117311413598999
377.17794713159674,0.0449353112704568,0.08433815179208981,0.03940284052163301,0.09784222494570102
455.23632485197595,0.046926413069754425,0.08590365623524521,0.03897724316549078,0.10189356400975005
444.26337882150256,0.03918380487019946,0.07485218592730858,0.03566838105710912,0.08958605150845919
564.1725695019704,0.05858581265007179,0.0941568191038602,0.03557100645378841,0.12617605856542774
514.7243324978917,0.05385684918823319,0.08586145590530492,0.032004606717071726,0.12102376227579117
470.5905734905682,0.028691739295574004,0.06808026133789213,0.03938852204231813,0.06596290796511156
416.5794512578068,0.03427851342780952,0.07846983070032343,0.04419131727251391,0.07441866056071544
511.6014837064504,0.038164616488769565,0.08027852100343713,0.042113904514667566,0.0831314698333458
483.35968665921246,0.04422524119547422,0.08134441394963055,0.03711917275415633,0.09824193489801286
494.7045747211887,0.04172489279450442,0.07340839561148771,0.03168350281698329,0.09796279746716977
519.6203829632068,0.05430825259594474,0.0890759470511463,0.03476769445520156,0.11915555308820838
388.84182942006737,0.01748503032566273,0.06383403350151284,0.04634900317585011,0.03953574415593358
383.1037693235339,0.04793411970112238,0.0890460588695654,0.041111939168443024,0.10215868025533534
454.4213898971502,0.044726647669899644,0.08260189043000377,0.03787524276010412,0.09860573027509281
537.7707595257234,0.05383235900063932,0.08987648846791485,0.03604412946727553,0.11710874992290699
455.75476016545144,0.03846294119061067,0.0724884927696573,0.03402555157904663,0.08944481011231772
541.3855533748792,0.06385499560329755,0.10627957688532974,0.04242458128203219,0.12939065560020868
447.6194606504432,0.04411566611952522,0.08360684498196058,0.03949117886243536,0.09623319765624883
435.73575656795583,0.0483363352884002,0.08489918159705356,0.03656284630865336,0.10647070167061642
487.46340601971315,0.0646307596527822,0.10742243447851219,0.042791674825729986,0.13041914584989908
518.5992193086131,0.05371753702747295,0.08749496812275859,0.03377743109528564,0.11900699241800594
487.6474559868293,0.033149440531823116,0.06975991778647683,0.03661047725465372,0.07680701116771
493.0325408435456,0.04790924719998535,0.08279696454231322,0.03488771734232787,0.1071042260913215
499.69930127076805,0.04693260718467429,0.080859564361759,0.033926957177084716,0.10609807787306738
401.4991671202006,0.03806505585949527,0.08128241933953173,0.043217363480036464,0.0822625646137495
571.7373532207275,0.05629802302431419,0.09084428835428027,0.034546265329966075,0.12301095171712789
394.06298766177497,0.0382274215597459,0.07842001602486715,0.040192594465121245,0.08448730382361597
525.615299633304,0.022275161846418756,0.06291559842903094,0.04064043658261218,0.051903860573133453
476.163278495078,0.03266438898334778,0.07338251484353353,0.04071812586018575,0.07323124097635444
516.7397695286054,0.04062858526187674,0.07892347350930962,0.03829488824743288,0.09044716974653794
376.64428548634896,0.02988602597307366,0.07066955286260068,0.04078352688952702,0.06761545319517343
566.0926272739089,0.05060919615271198,0.08901873908839641,0.03840954293568444,0.10916626751184844
432.0864231734013,0.05518792551191842,0.09001231841179502,0.0348243928998766,0.1207165679649411
549.6716592254816,0.0559859881967264,0.09356594049062883,0.03757995229390243,0.11965973102245123
534.0481734282803,0.06659025011997832,0.10625366070424624,0.03966341058426792,0.13645336992595786
437.89538067075773,0.037707815446213155,0.08161611081497755,0.043908295368764394,0.08116843174203431
464.84128129910823,0.03940151128950298,0.07914161057243418,0.03974009928293121,0.08706151130050294
515.8309395751276,0.023261288370969302,0.06784022576780435,0.04457893739683505,0.052242138775066116
438.72358307166724,0.04894251663660476,0.08551871861625582,0.03657620197965106,0.10759449719333991
459.47656186219683,0.059424391015142075,0.09804174108675734,0.038617350071615264,0.12489373337210305
531.4664202663407,0.05331262839817463,0.09680715247435523,0.043494524076180596,0.11014692298739545
529.7404571069856,0.06874428024254908,0.10699919403410407,0.03825491379155499,0.14144395029154136
540.5938735250456,0.06089104395839273,0.09998375735386167,0.03909271339546894,0.1270642131262669
464.59247920250345,0.04084795145784881,0.08649461280639958,0.04564666134855078,0.08605456530157019
440.06582127861475,0.056709765794745515,0.09001142286042407,0.03330165706567856,0.12498593320766066
545.2461707681214,0.03543908925227779,0.082656740779121,0.04721765152684321,0.0750232027745232
461.3291005038627,0.033391998379675325,0.07194348947870643,0.03855149109903111,0.07601941415117558
481.56840835287585,0.05470899231337645,0.08883476057354667,0.03412576826017022,0.12050279962909735
471.4690469591078,0.05073553972051137,0.08650139688729241,0.035765857166781045,0.11163789089341317
476.0935390514933,0.04259948343413689,0.07915088231523848,0.03655139888110159,0.0955681152561246
444.3705546432757,0.04549394711696875,0.08481662025355663,0.03932267313658788,0.0989511553474304
441.4207429928865,0.04833320525714957,0.0880456073711331,0.039712402113983525,0.10394198798403365
455.4100141684612,0.05659651189702719,0.09615535916197793,0.039558847264950736,0.11906338151336829
455.7821175992576,0.06524880881689732,0.10452008427859216,0.03927127546169484,0.13449624520640996
409.48131158385513,0.020719965778697058,0.0663802777120519,0.04566031193335485,0.04655580669858278
494.09518178780127,0.06021194048863643,0.09981953630238405,0.03960759581374762,0.1254246374112288
325.49367648520274,0.028545060773323083,0.0659886344982652,0.037443573724942114,0.06679348149829101
384.17747367445554,0.035591942086174444,0.07330843725322334,0.03771649516704889,0.08097295782108246
444.89679277817777,0.04091864078584806,0.07782365622063003,0.036905015434781974,0.09203985955709335
540.2461727694899,0.04108154459244384,0.08605901574093311,0.04497747114848927,0.08688952655954338
499.082280018396,0.033868292846871206,0.07691417944648493,0.043045886599613725,0.07426032993659326
568.4430452675515,0.0542845200654376,0.09210134858087082,0.03781682851543322,0.11637641792092016
533.652555088127,0.04538620699632012,0.0830317523669949,0.03764554537067477,0.10003425095117832
506.3673605288059,0.04894046605334723,0.09244774656299315,0.04350728050964592,0.102288100467015
515.9259418945876,0.046793804572668685,0.08772949332517188,0.040935688752503196,0.10018349015433883
506.51273860849324,0.055625481198783744,0.0958968607253663,0.04027137952658255,0.1167446035329324
523.9122598906615,0.04777804992621226,0.08580337869256571,0.03802532876635345,0.104229214222166
444.98446337787027,0.037745001119785404,0.08142404890445787,0.043679047784672465,0.08137505886912466
443.9491652867946,0.0483349272687128,0.08353771216330208,0.03520278489458928,0.10763294795718151
516.2898273630926,0.04241393561910045,0.08309511390798696,0.04068117828888651,0.09217037664781111
551.062058087613,0.0412298135785818,0.08127867487640406,0.04004886129782226,0.0903584432706801
439.3668468938704,0.03807711822712989,0.07916799314463208,0.041090874917502185,0.0836112802222787
455.4185026780251,0.04892154448773944,0.0840134053462932,0.03509186085855376,0.1088364446697358
439.7841601157779,0.03937126936768953,0.07470014426221949,0.03532887489452996,0.09021971556215072
402.25023830027203,0.03128101239747749,0.07389050159598176,0.04260948919850427,0.06940689391674687
345.7226598459747,0.03900373565206583,0.07335117945079095,0.03434744379872512,0.09026652507008107
448.52364618996944,0.04042150767418018,0.07991651216243323,0.03949500448825305,0.0891952020669238
476.22764556682523,0.05051301254661522,0.08511138112922778,0.03459836858261256,0.11226829619595946
544.9231087565204,0.0635784123065729,0.09912736220553198,0.03554894989895907,0.13508709392484025
390.08449174238194,0.024919989334987402,0.06666895402509254,0.04174896469010514,0.05693990972349097
385.02379918333463,0.04089940383542201,0.07596534324239856,0.035065939406976554,0.09343864595595297
441.85241647566727,0.04808067267715799,0.08074531166208754,0.03266463898492955,0.10945768283721663
425.1949640303719,0.057936150466694314,0.09473586041109427,0.03679970994439996,0.12386541189713593
402.1822782638774,0.04394130090785631,0.07469239797267202,0.030751097064815713,0.10323445378075005
482.87683349308645,0.043996525099386785,0.07972879592056914,0.035732270821182355,0.0989169681588214
519.9568785858282,0.046680267797520325,0.0860567762754243,0.03937650847790397,0.10112949987806003
446.6241239548108,0.034713398188279454,0.07969052001257504,0.044977121824295585,0.0748278331462981
527.6615778396226,0.04621140535086443,0.08831119457761494,0.042099789226750506,0.09827808763945314
455.29582100150583,0.04694538751231925,0.08409783067237975,0.0371524431600605,0.10337078412155168
494.25160960279754,0.032145432223304904,0.07113492301062252,0.038989490787317616,0.07323433281577316
455.3772261642225,0.038550941747732326,0.08011247901183238,0.04156153726410006,0.08422195830477855
460.5137995853438,0.045259926161595354,0.08704954565835754,0.04178961949676219,0.09673333726149994
466.5939494536724,0.03427858076355128,0.07182048510820416,0.03754190434465288,0.07846261382530323
465.1183194597397,0.03993889423635,0.08056991015003656,0.04063101591368656,0.087492826490873
487.8937917201256,0.049923676161348074,0.08027729317942067,0.0303536170180726,0.11528324693655798
476.76796810166707,0.032272152555482214,0.0728597582746272,0.04058760571914499,0.07252576716040934
429.23069501913415,0.03151527020364575,0.06851993466122186,0.03700466445757611,0.07320740037756265
525.6694748789305,0.03888872814269384,0.07501902827636031,0.03613030013366647,0.08865111443595358
561.9771354151962,0.04589438768692644,0.08600278977728282,0.040108402090356376,0.09911716196318912
505.964179501796,0.049077714426057684,0.08723059483394435,0.03815288040788667,0.10654539543864897
446.9012852623928,0.040779384495022164,0.0833373619356611,0.04255797744063894,0.08782852563565463
425.2490812560427,0.04392472661975,0.08710324246503354,0.04317851584528354,0.09331420082224451
467.02371816322557,0.024667961189003274,0.062028913936688856,0.03736095274768558,0.058653757577548093
455.21003476279293,0.05754384273894342,0.09015971861815619,0.032615875879212775,0.12721056179664653
444.4831725240074,0.0426338691604341,0.0818358520061857,0.039201982845751604,0.09363555780782246
473.92747247270745,0.04951551207903948,0.09153842290806213,0.04202291082902265,0.10438661400271099
400.2301265634669,0.03597657022257994,0.07746204103064147,0.04148547080806153,0.07929145602336704
518.9560421765054,0.05456183962017935,0.09432898124038092,0.03976714162020156,0.11524830971946354
505.2077344058998,0.04495824112528224,0.08612216325143018,0.041163922126147945,0.09661076472815236
383.55255748909985,0.055318926497699206,0.08754050470824248,0.03222157821054328,0.12352014688738339
404.75788267256576,0.033794402199204154,0.07663309274653185,0.042838690547327696,0.07423328175375274
468.1906437007128,0.037015818123657285,0.0791140522097773,0.04209823408612001,0.08093028864466342
489.9492545912217,0.04893341413396768,0.09188412630143405,0.042950712167466376,0.10266452264680428
519.1789073934269,0.048403244211085106,0.0886713235411386,0.0402680793300535,0.10364925736515501
426.28322175972426,0.021754123271934156,0.06639805488567696,0.044643931613742804,0.0490974786552158
310.47540379848215,0.023724382724626625,0.06556047417945365,0.04183609145482703,0.054409399227861505
471.0064360907927,0.061516034679911735,0.10027808600694277,0.03876205132703103,0.1284529427111585
498.41580501072895,0.03852536584884969,0.08118309546780067,0.04265772961895098,0.08348388310383092
418.0359890837062,0.029987446249428396,0.07339132892922606,0.04340388267979767,0.06641265009765693
434.93829374268535,0.03844218323107984,0.07668359911207179,0.03824141588099195,0.08623535739774346
443.520227163026,0.03577432569489125,0.07817112159005746,0.042396795895166206,0.0783472585949457
493.46288149838074,0.059808304321917416,0.09544257891349728,0.03563427459157986,0.12830887694706478
515.6062868586159,0.04029371649360769,0.0771459367198194,0.03685222022621171,0.0908629928902788
479.65682916881633,0.03714771328696853,0.076906341298697,0.03975862801172847,0.08267325453233257
467.4731415942879,0.035631971504157756,0.07646914585529974,0.04083717435114198,0.07901907529614571
400.00131336186314,0.034249201088296544,0.07262440466783293,0.03837520357953639,0.0778518147220868
388.4944116947663,0.05778347014282803,0.09596834775465013,0.0381848776118221,0.12235509928933702
420.1628240630889,0.040058565206011476,0.07706750387627281,0.03700893867026134,0.09028657595432293
522.4074614664933,0.06332178210906103,0.09952491021306487,0.036203128104003834,0.13399619211959002
501.5760432019306,0.04420729994388195,0.08403062090147795,0.039823320957596,0.09616365324004786
494.71308135106665,0.05895450941920699,0.0934153459195245,0.034460836500317504,0.12791429337312737
402.80740678761504,0.03197105460732885,0.07214627721556455,0.040175222608235694,0.07216658226783701
400.54272025239334,0.029022134737732297,0.06871357117897281,0.03969143644124051,0.06646955654768213
447.0941692655397,0.04292456720034543,0.08171207971979122,0.03878751251944579,0.09449190424903287
477.06719088731916,0.05153452312778095,0.08628248115236115,0.034747958024580194,0.11403992260747176
475.1607589830601,0.048596061594041395,0.0844317216296574,0.035835660035616,0.10757595403193818
451.6342606025137,0.052111374339638306,0.08593007966118871,0.0338187053215504,0.11598137450607593
453.41050737325713,0.042683924086632574,0.08311519381610621,0.04043126972947364,0.09285506114061476
458.05268436730694,0.027835768960704832,0.06972666601088895,0.04189089705018412,0.06286096506311611
503.51908828897285,0.02963149503362561,0.07677713522678808,0.047145640193162475,0.06388129418709806
415.3111759134845,0.04625005119614356,0.08678200324959195,0.040531952053448395,0.09946906018890878
522.9706646239792,0.06191739024608889,0.1022578699289246,0.04034047968283572,0.12778213113661574
420.6197146324048,0.03651892874406393,0.07478189873976449,0.03826296999570056,0.0824397089837714
423.1706242194632,0.03631874966246984,0.07500139897630431,0.03868264931383447,0.08176058613568679
395.11743636100437,0.0317715763480082,0.07182770878017197,0.04005613243216377,0.07183657994889103
469.5785160001833,0.04144422241874646,0.0841923922557416,0.04274816983699514,0.08895973964178377
395.2743371819015,0.026640149804917246,0.06694543984180978,0.04030529003689254,0.061229371317259224
444.7205692315183,0.018371519759801558,0.05762128936229782,0.039249769602496265,0.04405082348785411
384.9084454526237,0.056211310032920125,0.09406569268462839,0.03785438265170826,0.11982576903270259
467.70026175795647,0.029789838280169456,0.06828834668901063,0.03849850840884117,0.0687369359108041
406.51881814325316,0.06187984005155933,0.10300263190884362,0.04112279185728429,0.12705700373892753
428.98339237255277,0.021542794194275405,0.05809564121124744,0.036552847016972034,0.05229781135404088
462.7283242657868,0.04525395574662705,0.08153582805252335,0.0362818723058963,0.10087565354029579
422.3120694262252,0.05525183927100219,0.08611520535459916,0.030863366083596966,0.12482017455889644
487.16988140107424,0.03480002067185639,0.07479261940442927,0.03999259873257288,0.07791059641855402
434.23966865496914,0.07129851863657222,0.10753939933881107,0.036240880702238853,0.14778785727467808
467.4709947537558,0.04732854275603471,0.08701272680124772,0.03968418404521301,0.10210267765172457
497.97462816691404,0.04178219883340295,0.09039093810124299,0.04860873926784004,0.0860808219566869
472.8656163762207,0.04291625339777516,0.07996900233353055,0.037052748935755386,0.09578708268503555
496.39331332736765,0.03676717540918906,0.07294868754809991,0.036181512138910854,0.08440146831618034
425.37201706226915,0.0566900450801735,0.09443194060082583,0.037741895520652324,0.12078499095452952
509.2366631178229,0.06721815397857245,0.09880679119862879,0.03158863722005634,0.1457093474494557
540.4721675957335,0.034912442377764585,0.08000036332679383,0.04508792094902925,0.0751502963604532
540.6140202601091,0.0522010812495044,0.08248295202724065,0.030281870777736253,0.11970416546926227
449.5352572655829,0.04813963596653492,0.0784159200120016,0.030276284045466673,0.11192346301207767
401.9183982945833,0.04522271154524071,0.08485381262497171,0.039631101079731,0.09821285713659511
488.64770852434594,0.04752764122976472,0.09050712748871259,0.042979486258947874,0.10008329685445663
527.4970182316392,0.04899988783648512,0.08956899423358744,0.04056910639710232,0.10451965116308592
573.2094807753019,0.04494363856163053,0.08880806115441353,0.043864422592783,0.09474686677260019
448.90252549271827,0.04813610205192398,0.0896352653132505,0.04149916326132652,0.10224731896542083
395.6799813724574,0.029514454902919374,0.06909131303403626,0.03957685813111689,0.06754197229374151
478.3001538591634,0.05369958675295061,0.09000493699924761,0.036305350246297,0.11663157812461097
496.2499641989343,0.05146058538316978,0.09019741002795134,0.038736824644781565,0.11046217040195372
474.7467427866941,0.04607291594099727,0.08557412227856154,0.039501206337564265,0.09990152016628578
577.1150159946919,0.04851242485576446,0.09250788482979011,0.04399545997402565,0.1011767047656417
444.88131564928335,0.039187271189877526,0.07797687934842701,0.03878960815854948,0.08730301820424152
458.90071705793525,0.027261459582906045,0.06679169231256954,0.039530232729663495,0.06293109299331703
635.5600485570321,0.04910883088746043,0.08628987007976574,0.03718103919230531,0.1073985680359108
420.7089425393933,0.03449511586445275,0.07345855486660835,0.0389634390021556,0.07796079687334198
470.53837115153146,0.04314773221654011,0.08594818481282296,0.042800452596282845,0.09211751128797505
478.1799959221098,0.048188910752121394,0.08513173035361188,0.036942819601490484,0.10587771145426686
535.2711749689552,0.03353426013847427,0.07091718567594085,0.03738292553746658,0.07706872066533235
491.46169163277955,0.05496987452382873,0.08706404038986526,0.03209416586603653,0.12300379656904689
494.1153781125322,0.03587764780902125,0.07277213213359435,0.036894484324573096,0.08211301271747593
558.0812023105609,0.06746376328532488,0.10533409872934352,0.03787033544401863,0.13960991066050804
427.4805159733078,0.04815404041569671,0.07988642053935058,0.03173238012365387,0.1104942031824942
527.1848668459788,0.05410356479481482,0.09191553990441292,0.037811975109598106,0.1160520689189227
486.4507336362585,0.054630211544746676,0.0937987524154803,0.039168540870733626,0.11586261347840576
432.2813089116826,0.05048049328295534,0.08841981930626841,0.03793932602331307,0.10931409432354017
408.40682358684717,0.041973185775430744,0.07627324452506157,0.034300058749630824,0.0961727651456667
448.84465159475076,0.04835170750598783,0.07972311314583025,0.03137140563984242,0.11122929546104515
417.71260259892006,0.048032390789785384,0.08269170564318096,0.03465931485339557,0.1075392397856414
484.81126309671527,0.03151437620463737,0.07183482231753568,0.04032044611289831,0.07116403970414925
459.8392787124176,0.05021363707502413,0.0913512794535376,0.04113764237851347,0.10631095050422373
434.47497103387286,0.04186343501908463,0.08397270920651967,0.04210927418743504,0.09016573929988034
424.30922357981035,0.02818788079353196,0.0647633727694511,0.03657549197591914,0.06657276893067901
481.2316478796711,0.022245661974672926,0.05967955896840349,0.037433896993730564,0.05338723585446084
404.08470991246577,0.03880842123136086,0.07620874770662278,0.037400326475261925,0.08755304573764902
511.0250221900933,0.04077948117562269,0.08316718466213835,0.04238770348651566,0.08793827721209715
446.71359970542835,0.07793526725140942,0.1184806444360651,0.04054537718465567,0.1547123693271861
414.1633255441411,0.051253440998708766,0.10115952529841599,0.04990608429970722,0.10225427733484341
440.78304580206895,0.041767202355498356,0.07839568813259479,0.03662848577709643,0.09389855837975844
492.4831296774282,0.04603354280902694,0.08066786163265438,0.03463431882362744,0.10375309492300594
448.52973596408265,0.04326023532217471,0.08051279314351978,0.03725255782134507,0.0962923635180424
385.0443948962129,0.031496711047931836,0.07392303500029307,0.04242632395236123,0.06993537481960188
463.36579805546353,0.04027571963490495,0.07833350127381156,0.03805778163890661,0.08993624606719461
456.70011966912716,0.039438011948478735,0.07794747905864574,0.038509467110167006,0.08798704743479
359.3005216681122,0.04837240734688575,0.0858236184672817,0.037451211120395955,0.10580264396115119
446.4622198897923,0.03556186356239488,0.08212338695848387,0.04656152339608899,0.07560028388301315
389.03269701374666,0.04618275432194974,0.08636870931602625,0.04018595499407651,0.09959753426555132
481.15961516995594,0.03791184634551814,0.0798662590026723,0.04195441265715416,0.08274563892274511
497.07198824246007,0.04903575897993162,0.08806746135356303,0.039031702373631405,0.10576795028451935
494.3046745321117,0.047485130369583683,0.08544089211563355,0.037955761746049865,0.10373732229596808
485.06702402830706,0.05863836826632429,0.09183850314840503,0.033200134882080734,0.12860654395995552
472.4181660038739,0.05862673139390662,0.09657801689733203,0.037951285503425414,0.12406451850565578
556.790243671312,0.05737507480962001,0.1027791953585695,0.04540412054894949,0.11590854769886058
512.4059090858791,0.04815883945567068,0.08538613622791769,0.03722729677224701,0.10558689247796801
502.61007956464164,0.05973568223400649,0.09505842018775079,0.0353227379537443,0.12847839117284804
462.18864854266576,0.033476084961896246,0.07442573049065604,0.04094964552875979,0.07470583406379017
414.59740055513976,0.03987607687111683,0.07505209894487075,0.03517602207375392,0.09133680178007927
508.3564919421988,0.050470816149369324,0.09353780379961985,0.04306698765025052,0.10536463400516666
442.4433523225307,0.03748393026275865,0.07576628936361174,0.03828235910085309,0.08432819158812627
508.1569670051176,0.02392981876496869,0.06319745465606452,0.03926763589109583,0.056079862028201255
426.918825509063,0.04867985680120679,0.08079772469595703,0.03211786789475024,0.11112787259394447
484.9036244178933,0.025779789758555438,0.0671924633094304,0.04141267355087497,0.05888462539093289
568.4129313605445,0.043745191097741665,0.07856991425508242,0.03482472315734075,0.09918464092308507
467.75730033683794,0.04240446266007525,0.07999638672476328,0.03759192406468803,0.09439014260573175
466.1059462908888,0.04792010375957112,0.08994415784758913,0.042024054088018015,0.10147335915659053
510.61129388600966,0.04473412361157958,0.08532695992507033,0.040592836313490754,0.09659793980742129
490.17741498611576,0.029832577512590053,0.06570512335263656,0.03587254584004651,0.07046116495243318
464.52041431245016,0.05032455783874701,0.08752336627058077,0.03719880843183376,0.109641947439715
441.3632745071227,0.03501834460206088,0.06863410692653227,0.03361576232447139,0.08279142184452301
425.04364275437547,0.04842316797561563,0.08884955866951505,0.04042639069389942,0.10356687967669631
489.43109171463584,0.04583236409666347,0.07976000481475132,0.03392764071808785,0.1039867265203728
433.6340696289626,0.04846480633017214,0.08320054588588788,0.03473573955571574,0.10829001837554197
370.0967590311993,0.022879409963647346,0.060514005662644754,0.03763459569899741,0.054659836189269284
376.1119202614427,0.03621899603238343,0.07839226552723899,0.04217326949485556,0.07934352597039923
494.2610934853292,0.04018587299997123,0.08391230963896756,0.043726436638996335,0.0859737047306166
475.3202145034302,0.06188923134689095,0.09891242606966077,0.037023194722769825,0.13069250828183618
463.8188623358292,0.03432190179913974,0.0812477272586768,0.04692582545953705,0.07304828976116168
442.38096599383425,0.038843412671656585,0.077375926599203,0.03853251392754642,0.0868141660322447
465.1992701126874,0.04227915329899112,0.08592214390901365,0.043642990610022525,0.08995103602215365
534.5241714145959,0.048028447364477866,0.0894955737370231,0.04146712637254524,0.10207302721253775
454.0630500237676,0.02659414303631713,0.07371813785220871,0.04712399481589158,0.05790388336827326
428.6358831870457,0.04857046880726512,0.0832769748656762,0.03470650605841108,0.10851576335209184
464.1280100650911,0.03970288789420462,0.07746463944536175,0.03776175155115713,0.08903838624903465
